post,class
good time to load them all on busses and send them home .,implicit_hate
lifetime goal achieved today . 500x1 bench press . the #powerdivision marches on ! #liftwaffe,not_hate
pl help behan mayawati become chief minister of uttar pradesh,not_hate
nationalist  populist and brace patriot . can't you recruit some more like you,not_hate
so you're happy white people are getting scammed ?,not_hate
trumps refusal to negotiate spending bill pretty much ended his presidency daily stormer,not_hate
im tired of suppressing myself to get along with white people via,not_hate
i don't believe there is evidence of him being a white nationalist . he is white  therefore,not_hate
by not taking a bold and open stand for white america we ensure ourselves the chains the jews make 4 us !,implicit_hate
why obama must reach out to angry whites,implicit_hate
heyy anp ! watch the ( worldwide sports failures ) music video by scorpions i'm leaving you song edit by germans,not_hate
: . hopes the white race will disappear - not racist ! those who complain when a muslim g,implicit_hate
oh a funny guy is this pointy head . doesn't realise he should expect us .,not_hate
eyewitnesses knock down conspiracy theories about lavoy finicum dying on his knees #oregonstandoff,not_hate
because too many of them are ( ( ( white ) ) ) .,implicit_hate
` there are no white supremacist thats a hate slur used by anti whites,not_hate
straight talk for white men,not_hate
. to federal court : iowa's church speech ban must go #tcot #1a #religiousliberty,not_hate
way to stan for the white supremacists  jad,not_hate
mt : #florida doesn't need #plannedparenthood . #defundpp #pjnet #unbornlivesmatter,not_hate
are you sure shes ( ( ( white ) ) ) ? ? ?,not_hate
exclusive - new black panther leader on milwaukee : this is a,not_hate
so sorry and thank you for speaking out . used to be one too  never again . they are evil racist monsters,not_hate
thanks hunter !,not_hate
jew agen ! why can't he  us  them be yazidi ? #islamistheproblem,not_hate
" do you think bannon is  "" alt-right "" "" racist ? """,not_hate
if some stupid group of people break the law to do work they hate they deserve to be mistreated .,not_hate
i love my white friends and white family . but because of this they consider me a racist . #wednesdaywisdom,not_hate
the world can't coexist with people who want to kill you ! #rt #stopislam #stopjihad #nosharia #nopc,explicit_hate
19 enumerated powers but we the free people were independent what the chur,not_hate
cuckservatives are just as bad as antifa terrorists .,implicit_hate
While talking to a co-worker over our break... Co-Worker:: Why do you have all those State Park brochures? Me:: I want to get into camping. I never did much of that growing up. Co-Worker:: You should find an outdoorsy guy to date! Then he can teach you all that stuff. I am a queer woman who is not interested in men.,implicit_hate
it's only evil when white people do it .,implicit_hate
white identity will not be ( ( ( deconstructed ) ) ),implicit_hate
" cultural marxists persecute 3 - year olds for  "" racism "" "" in britain | more : via """,not_hate
my city is gone . the suburbs have started to go . we moved to the next county . obama forced . diversifying our schools . people didn't listen,implicit_hate
yes ... #liberals are inviting a far more oppressing ideology than #altright,not_hate
You're a girl. You're not expected to know where it is.,implicit_hate
how are they white supremacist though ?,not_hate
i love and understand black people but i wont global white ethno-state .,implicit_hate
" rt i have photos of the  "" white supremacists "" "" you are speaking about here . """,not_hate
your anti white flip out isn't going to help your cause . #mondaymotivation,not_hate
even kids ? i know its normal to justify the police regardless . these people were unarmed and you still mentioned weapons,not_hate
black / puerto rican . interestingly enough though my dna test had a lot of european descent in there,not_hate
diverse arkansas : white kid walking his dog  shot and killed for no reason by racist blacks via,implicit_hate
you horrible racist  you . * sarcasm intended *,not_hate
white slurpin . afraid of slurpin a longer  colored one,explicit_hate
yeah those are specific to white people . try again .,not_hate
a hindu in america with a job is a white man without a job . you see what i'm getting at ? as a white man that bothers me,implicit_hate
he was not any less an animal than any other negro.,implicit_hate
trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,implicit_hate
bannon lost the battle in the white house,not_hate
i had a holocaust survivor tell me the other day that she was very upset when trump got elected . afte,not_hate
calling people that when they hide behind a hood to protect their identity is ironic .,not_hate
i was worried india doesn't hv full time defense minister but then sm1 reminds me-once upon a time mulayam singh ji was our defense minister,not_hate
diversity always means fewer ( or no ) whites,implicit_hate
highlights from #vvs16 #valuesvotersummit from what a great week !,not_hate
new black panther party got suspended for posting about jews . dont worry  anti-white hate and threats of violence is still allowed on the platform .,implicit_hate
#protestpp coverage from des moines  ia,not_hate
white culture exists wouldn't be a bad start,not_hate
what happened to the girl who had a black heart ? cardiac arrest .,implicit_hate
fair ? you guys are for white supremacy and eugenics according to wikipedia . u missed that off your cute video,not_hate
white race has lost sense .,implicit_hate
you may be right . i don't advocate violence  except in defense . #antifa is a blunt  discredited instrument  but it's better than nothing .,not_hate
"  "" without white people's help the third world will never improve "" "" ~ t . a guy who's totally not racist . """,not_hate
breaking : supreme court redefines marriage . show your support for #1m1w marriage by signing the statement right now .,implicit_hate
thousands of times we cheer the white race who created all modern science,not_hate
go anonymous destroy there hate on the internet wipe them out clear there bank accounts and steal there hoods show there identity,not_hate
" right ? what good is  "" white supremacy "" "" if it leads to a white minority . """,implicit_hate
jews = white now bruh . didn't used to but irish italians etc weren't either . jews ' app 4 so,not_hate
canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose uglytruth #m103,implicit_hate
this week in anti-semitism : the unfortunate return of chuck woolery via,not_hate
fair is a racist hate group . keep sanctuary cities sanctuary-ing ! thank you  senator .,not_hate
: irs outreach tries to get illegal immigrants to file #afire #teaparty #p2,implicit_hate
we can thank the jews for flooding white lands with these nonwhite armies to use against the white race .,explicit_hate
jared taylor won't even publicly stand with spencer . he's going to miss the train  he's more concerned about appeasing jews .,implicit_hate
cucks rebuff kristols third-party pick,not_hate
german nationalism united them,not_hate
new black panther leader : kill white babies by bombing nurseries #wr,implicit_hate
: yep . he is going after everyone  silicon valley  cuck gope  javanka led trump admin  all of it,not_hate
you are a racist dem . a member of the proslavery party . you are,not_hate
a lot of people are dependent on people . should we kill them all ?,not_hate
white house announces sanctions against n . korea -,not_hate
re : re : white dream chaser,not_hate
" i like the material . vague enough to be non-threatening yet bold enough to let people know what we're about . ie has been doing  "" stunts "" "" too . """,not_hate
what documentary ? most interested as i agree people are in denial !,not_hate
for clarity  you want to statue so people can learn from past ?,not_hate
when white population leaves detroit : the death of white civilisation | more : via,not_hate
black spree shooter wanted to kill as many white people as possible | read more : via,not_hate
. yrs of interaction w / white atheist science ! are vapid & men r impotent.christianity is white past & future,implicit_hate
you expect the left to understand or utilize logic ? ? ? man are you dreaming ! ! ! #trumpderangementsyndrome #maga,not_hate
orim u make zero sense u sure you are a jew & not muslim practicing taqiyya ?,not_hate
jewish harvard professor wants to abolish the white race ! via,implicit_hate
white house promises governors more transparency on syrian refugees via,not_hate
would love to thank for his support against falsely-labeling us media as #jewish controlled . cc :,not_hate
"Yatzie, those days are gone, sadly we are stuffed, we have now Burkas hijabs and Barbarians all over the place, we need arevolution and start thining them out IMMEDIATELLY",implicit_hate
immigration act of 1924 is original sin of white america according to jews ; therefore america must import all immigrants forever,implicit_hate
lmaoo this guys a clown,not_hate
so white people are geocoding themselves ...,not_hate
it's up to #truconservatives in congress and the state legislatures  not the president  to address the issue,not_hate
that is what #diversity is . erasing and replacing white people .,implicit_hate
286 arrested ice's largest enforcement surge targeting criminal aliens,not_hate
" rt dawa = > barbaric  totalitarian political ideology intent on enslaving all human beings for  "" allah "" "" imagine founding a club on these principles """,implicit_hate
"yep, genetics is racist. jesus, man, quit drinking before it's too late.",implicit_hate
anti-white propaganda from ( ( ( hollywood ) ) ) ...,implicit_hate
wow . white privilege is another created liberal term to try to divide americans .,not_hate
gop''s crude thinly disguised code words and racial cues worked walah a brainwashed racist tries to debate facts,not_hate
the first settlers of ca were white spaniards,not_hate
there is such a thing as white people . these people behave and live in a certain way . that is white culture .,not_hate
german grandmother jailed again for saying that the holocaust is the greatest lie in history via,not_hate
the democrats have become the party of the non-white & anti-white  even the #aflcio can't save them . #usa,implicit_hate
rt : gao plans full audit on planned parenthood #stand4life #prolife #itsprettyugly,not_hate
there should have been zero swastikas ! why do we tolerate american white nationalists adorning themselv,not_hate
well  maybe american citizenship is not for this woman . sorry . you come here  you have to embrace our culture  you have to assimilate . and that includes pledging loyalty to our flag and the republic for which it stands . go back to france .,not_hate
via robert spencer in frontpage mag : leland yee : an anti-gun democrat jihadists can love #catholic,implicit_hate
lol . tell me . did you graduate high school ? or did the jews take that from you too ?,not_hate
attentions   & all of #altright . mike cernovich is a traitor to america and the right ! !,not_hate
subscribe to america's national socialist publication : the white worker ! only $ 20 for one full year .,implicit_hate
live new orleans louisianan confederate rally may 7 2017 antifa on the way,not_hate
thanks for putting this picture up i'm a white male in south africa we are murdered in our houses becuz were white,implicit_hate
3 / ... people like me !,not_hate
your people  well if that's how you feel . so  do you think you're fully white ?,not_hate
did you listen to the #istandsunday broadcast yesterday ? if so  let us know what you thought !,not_hate
those sheriffs are all teutonic white . amerika uber alles ! gott mit uns !,not_hate
i'm not a racist at all but i mean all the numbers are saying caucaisian people are set to disappear soon so i'm for keeping the race,implicit_hate
looking for neo-nazis ? there's an app for that ! #swrm #nazis via,not_hate
i've never done squats with a barbell or any deadlifting at all but the rest i'm more or less comfortable with .,not_hate
following all walter's winsome americans . :),not_hate
from the looks of it  you don't have a clue what is going on right under your nose in your own planet .,not_hate
few of those people reproduce anyway,not_hate
update more bombs detected at brussels airport ( ) -,not_hate
dianne  i watched this video where you speak about the problem issues with illegal immigration ... what on earth happened ? ? why have you changed your mind on this extremely important issue ! ! ? ? we taxpayers are so burdened by paying for these immigrants while our own families suffer,not_hate
white pride world wide,implicit_hate
i'm sorry to say that when indians are attacked in america it is usually b / c white people thought they were muslim .,implicit_hate
"Walks into a post office to buy stamps. Me (Hmong American):: Hello, I would like to get the pixar stamps. Clerk:: *Takes out Chinese New Year Stamps, while smiling like she made my day* I think you'll like these. Me:: *Looks at her and the stamps...* No, it's okay. I'll just get the pixar ones. Clerk:: *Pushes the stamps forward* Awkward silence of me thinking... Me:: Okay *Buys and walks away* Clerk:: Xie xie WTF?! with a tickle in my tummy... Did this just really happen to me...?",implicit_hate
what are the black lives matter rallies supposed to do to white people that support law & order ?,implicit_hate
absolutely . it is doing as what is in the koran .,not_hate
white supremacy doesn't exist .,not_hate
is frey going to climb into the somali bed when hodges climbs out ?,not_hate
choosewhite country where 30-40 of whites are socialistsorpoc majority country where 70 % + poc & 40 % of whites are socialists,not_hate
lmao @ the white guy running for #dncchair !,not_hate
from wide-eyed liberal to race realist - american renaissance via thanks,implicit_hate
: dr . david duke : will the white race survive ? via,implicit_hate
cute ! announces new  baby minifigures with an ultrasound pic . #lego #prolife,not_hate
thy block your site on school internet but dont block black lives matter lol,not_hate
exactly ! their mindset has destroyed how my black side and friends see white people . they call their own uncle toms  me included .,not_hate
in too deep by kodak black #np on vs x x x . do what we say or u die,not_hate
#germans  come to the #altright and give up the teat of the state #bewhoyouare,not_hate
: joining #dcwatchlive tonight are & . we're live at 5 pm et :,not_hate
lmao . so ... who among those was at the white house ? what are their names ?,not_hate
lincoln was afraid that the white racist of that time could not live peacefully with blacks,not_hate
what do you call a jew that jumps out of a plane a falling star,implicit_hate
suspected spiritual and clan leader,not_hate
u gotta be on these white folk they wilin out here,not_hate
"  "" : new zealand : white faces will soon be a minority via "" "" """,implicit_hate
sure . i hurt mine squatting with wrong barbell . outer forearm and inside elbow muscle and tissue strained . hurt with bent rows & curls .,not_hate
i love being white .,not_hate
just cut aid and let the africans govern themselves into the ground.,implicit_hate
paris isn't a race  eggan  so what does white nationalism have to do with it ?,not_hate
i guess to liberals you're just a white man with re-vitiligo,not_hate
also is the census is correct euro-americans are 80 % of the population . you want to pay less than your share ? and you call us lazy ?,not_hate
anything for my white race ! rahowa ! !,implicit_hate
but hate speech and violent acts of hate perpetrated against white people is just fine with the scumbag,implicit_hate
india  china and russia and all asia should jointly guarantee the independent and neutral status of tibet like switzerland in europe .,not_hate
not a good time to be a old white guy,implicit_hate
you know gene wilder's jewish  right ?,not_hate
just like a kid using a car  instead of a rifle  to kill antifa . not much propaganda value in either .,not_hate
: there it is in black and white . are muslims blind that they cannot see this ?,implicit_hate
american nationalism until the 1950s was basically white nationalism,not_hate
heroic 13 year old white girl stops brutal black robber-killer in south africa ! read more : via,implicit_hate
whites kill for white supremacy terroristic ideology . highest body count,implicit_hate
surely it's ok to be a person of white ? because white is made up of all colours .,not_hate
where can i get a kkk hat for when im driving to the ghetto of my town,implicit_hate
if that makes you a racist i guess i'm one too .,not_hate
we are a people without a country because america is gone . ( used to be jews were people without a country . ),implicit_hate
i also think the far left / msm crowd doubling down on white male & 2ndamd hate propaganda is good too . t,not_hate
uk : muslims outraged by question how islamic is islamic state ?,not_hate
antifa is a state of mind in contemporary america . they can be anywhere and everywhere .,not_hate
advice to politicians : no guts no glory #blog #immigration #noamnesty,not_hate
he really seems to be a racist,not_hate
german liberal extremist apologizes to refugees on facebook after gang raped by migrants via,not_hate
supreme court will render a decision june 2018  i ask why ? if a jury took that long to,not_hate
: lets turn our hate into action : action report on the liverpool white man march,not_hate
why i don't care for the jews :,implicit_hate
congratulations on signing mou with pakistan .. ! ! inc is now pakistan national congress ( pnc ) ? ?,not_hate
Racist S African Political Leader Malema: “Go After the White Man. We Are Cutting the Throat of Whiteness” - 'Caused by White history!' --US Lib Dems; 'Caused by Lib Dems!' --US Libertarians/GOP [sarc],implicit_hate
i'm not . i don't hate whites . i don't hate myself  or my family . that's absurd .,not_hate
you are a racist terrorist organization .,explicit_hate
purge contd - accounts still up : richard spencer david duke harold covington kevin macdonald mike cernovich,not_hate
you hate white people because we're better looking and we're smarter .,implicit_hate
seems to fully understand that it's not the responsibility of american tax payers to support illegals  pretty simple,implicit_hate
i'd disagree  i enjoy following him to see his paranoia and persecution complex that all white people are against him . the brutha tweets nothing but anti white  alleged ws and anyone who is contrary is a ws  his hate furthers racism and brings no one closer together #truedat,implicit_hate
incog man : is this what white guys keep fighting and dying for ? | more : via,not_hate
vanity fair : why angry white america fell for putin via,not_hate
chris matthews : only whites can be racist,not_hate
but still mostly white . what about the people buying the politicians ? even more white .,not_hate
works for me ... don't give them benifits in any form except for a bus ride back to mexico .,implicit_hate
i dream of sending an alt-right expeditionary force to help defend our kith and kin in south africa .,implicit_hate
woke : call out white nationalists bespoke : call out white nationalists while living in all white neighborhood,not_hate
shut up  white trash,explicit_hate
jews are now in full control : canadian man goes to jail for posting on white nationalist websites | read more :,implicit_hate
"imagine thinking you're ahead of the chinese, lol.",implicit_hate
i am sure you are making huge contributions to white culture !,not_hate
meaning 1 white for every 30 ?,implicit_hate
schools in germany order girls to cover up to avoid being attacked by muslim invaders via,implicit_hate
fact : populist rebellion against the gop saved us from amnesty every time,not_hate
sorry obama  harvard study says poor muslims are less likely to be terrorists ! !,not_hate
atlanta hawks poor attendance is blamed on black crowds making southern whites uncomfortable :,implicit_hate
put a black man from cleveland with a black man from colombia . put a white person from ireland and a white from california . not same culture,not_hate
#trucons have struck gold on replacing andrew jackson with harriet tubman :,not_hate
what gives you the moral authority to say white interests do not exist ? do you deny the right to any other race ?,not_hate
not know crap about family values. yhvh will throw these bunch of pharisees in hell.#frcdcistonedeaftojesus,explicit_hate
" rt : how do you reconcile your view with the koran commanding  "" kill the """,implicit_hate
we can say a middle eastern looks more white  but isn't white .,not_hate
" gets  "" duplicitous award "" "" 4 denial #plannedparenthood covers child rape #prolife #tcot """,not_hate
now we know why #roymoorechildmolestor #alsen #religiousfreedom #familyvalues #trump #russia #trumpinvietnam #alsenrapist #mueller,not_hate
#itshardformeto throw up a heil hitler to people,not_hate
you are wrong and so is the guy that wrote that article . this is a white country . the american flag belongs to us .,implicit_hate
they say they are anti-racist  but what they really are is anti-white ! | more : via,implicit_hate
: rt : < < this is the video that will remove obama . please  retweet this all day ! ! #ows,not_hate
If men are so privileged and women have it so hard why are so many men choosing to live as females?,implicit_hate
councilor offended by anti-racist = anti-white stickers in lincoln  england via,not_hate
thank indian authorities for the message they had sent  to show solidarity : francois richier  french ambassador,not_hate
please let us in . we're good boys . white pooooooooower,not_hate
"i knew a guy who died in a terrorist attack . <repeat> his last words were "" allahu akbar """,implicit_hate
: i cant bring myself to be friends with white people who dont hate being white and want to be in charge of,not_hate
american heritage is a common heritage . that's the beauty of it . chill  snowflake .,not_hate
You're going to be the expert on all things African American.,implicit_hate
form pagan clubs  can't deny clubs based on religion and nonwhites can't be european pagans .,implicit_hate
this ficking loser thinks white people are discriminated against .,not_hate
oh you mean like the white people that like to shoot upschools and churches ? you're dismissed .,not_hate
" rt  "" every time we kill a child through abortion  we kill our potential . "" "" #whywemarch """,not_hate
hint - if you don't hate whites - they are going to label you a white supremacist  you need to learn to get over that .,not_hate
the #trucons who are wailing today about tranny restrooms put dennis hastert in charge of the house of representatives,not_hate
didn't know he was a racist .. hulkster,not_hate
jewish #bolshevik rape - it's not just the muslims who rape #german and european women by the thousands,explicit_hate
these godless demon-crats make me sick . they will be judged ! we have to stand strong for what is right  god will get us there !,not_hate
white genocide intellectual framework + applause,not_hate
i know nothing about them but that's what nationalists look like . as opposed to  say  antifa .,not_hate
did you miss the socon review  curated by ? best round-up of news impacting the pro-family movement :,not_hate
alt-right is anti-zionism ( jews ) and white genocide,implicit_hate
isn't it amazing those white men are protecting mostly black and latino babies,not_hate
the more i think about optics / tactics  the more convinced i become that has the right of it tbh .,not_hate
alright who tf let the black kid sit at the front of the bus,implicit_hate
leftist view is white = racist . it comes from judaism and hatred of anything roman . check this from 25:00+,implicit_hate
you do understand back on 1790 you weren't considered white,not_hate
you're 100 % right  and so does every supporter  i follow for truth & insight & you should too - #maga,not_hate
lots of white friends ? do you tell them all the time how they are white supremacists and should give you restitution ?,implicit_hate
no one driving could see this . we had to zoom in on the photo to read it . compare to the road sign next to it . message needs to be simplified for the 5 seconds people have before passing it .,not_hate
fair migration is a known hate group led by a racist . some members are white supremacists . look into the group . they are nasty .,not_hate
i dishonor kinslayers as my ancestors always did . lefties idolizing the murderer  rapist  thug  evil again .,implicit_hate
as do the younger . what generation makes up antifa ? the most thotish ? most viruently a,not_hate
political correctness goes crazy : sweden renames racist birds | read more via,not_hate
what's the difference between you and hitler ? hitler knew when to kill himself . #opkkk,not_hate
#islamistheproblem #bansharia . #marchagainstsharia june 10  2017 9am - 2pm,implicit_hate
your biggest problem is people associate u you guys with being basement dweller incels . dispel that not,not_hate
thesis neither jew nor gentile  black or white in the collective body .,not_hate
all white . all . white . and  by the way  america is already safe . safer every year .,implicit_hate
white workers are just wage slaves .,not_hate
can't stop the tide . british ns-group national action facing uk ban as home secretary lashes out via,not_hate
no you hate all people of color if you are saying you are,not_hate
can't be a hate crime-looks like victims were white . good thing our blue didn't shoot the perp or we co,not_hate
* warning * danger white,not_hate
tn is the whitest state in the south ... thinking about moving there myself .,implicit_hate
not the wall he envisioned . too big : to much money . too many competing issues . maybe some of it .,not_hate
is it british rule today ?,not_hate
white world supremacy is a helluva drug ! !,not_hate
the whole antifa gag is a proud boys production,not_hate
americans first ! illegals have to go it's time for americans to get out of poverty !,implicit_hate
called for biblical gay death penalty  explain your pro-life hate to gay teen braeden,not_hate
if chinese govt . can support numerous confucian schools  why can't india govt . develop a single vedic university ?,not_hate
cuckservatives : nimrata randhawa haley's official republican response to the state of the union add via,not_hate
missouri enacts 72 - hour abortion waiting,not_hate
keep calling whites nazis  you may end up actually creating nazis . maybe that's your goal . you have indeed mastered weaponized victimhood .,implicit_hate
#gatlinburg on fire not one report #fakenews possible terrorist attack #maga,not_hate
" ann  what are you talking about here ? are you saying that sinead is  "" anti-white ? "" "" """,not_hate
: you jihad enablers are so filled with hate  it oozes out of your,implicit_hate
just shows you what can happen when the media controls the narrative .,not_hate
you're a muslim hater . no white person or christian has committed mass shootings in america ?,explicit_hate
i have nothing for or against the label . i just want my ( and other ) people to survive  be treated fairl,not_hate
: white births a us majority again via,not_hate
hang him too,explicit_hate
antifa is a false flag  that's why .,not_hate
if blacks can be in kkk why do you hate them so much ? black is beautiful ! no racism ! barack obama is the president !,not_hate
ashkenazi jews are white genetically,not_hate
: on march 16/17 author weissberg advocated white separatism instead of white nationalism at meetu ...,not_hate
kejriwal refuses to salute tricolour at national flag-hoisting via,not_hate
"throw pc out the window, & call a spade, a spade"""" :// must>'know thy enemy'!!!",implicit_hate
no elder  you are not racist . you are just looking out for the people .,not_hate
"  "" : non-white hate crime mob violence comes to finland ( video ) via "" "" """,implicit_hate
hindus have been fed antihistory to incite self hatred as a prelude to conversion and perpetual slavery to the white race .,implicit_hate
white nationalism is malignant  or other nationalism is benign . simple #mlk #espn,not_hate
2 people protecting themselves against 20 white supremacists - blame,not_hate
euro jews are white,not_hate
was a verified twitter account . now banned . many popular alt-right accounts gone today . mere words on a screen scare the establishment . and we b * tch about china  putin & north korea . #censorship #1a,not_hate
but thats deceptive bcuz not all pigmentated people fail . is it african ethnic groups ? is it a tribal mentality ?,implicit_hate
i can tell you myself among many white nationalists don't hate anyone . we're aware to the fact that humans are different among race .,not_hate
" rt black people can't be racist  "" : ohio man pushes white jogger into traffic because he "" "" hates whites "" "" via """,implicit_hate
" rt since when was jesus  "" mixed race "" "" ? ... please stop trying to stick jesus and christianity into your criminal communist ideology . don't tell me you're like those bbc anti-white racists that depict julius caesar and achilles as black men in the name of "" "" diversity "" "" and inclusiveness """,implicit_hate
"yes, we do . want them thrown out. i dont care if they r all jose einsteins. r illegal and constitution, ours at least. says out they go.",implicit_hate
racist republicans get criticized but racist demokkkrats get immortalized ! just see robert byrd and william j . fulbright for proof .,not_hate
#kalergi's children-leaders give us this hate crime attacks on white graduates rockdenmark,not_hate
what is ironic about the lgbt <allcaps> flag ? all the colors are straight .,implicit_hate
the greatest threat to america  white christian terrorists,not_hate
golden dawn gains support after members murdered by anti-racist terrorists via,not_hate
retweeted american renaissance ( ): twas the night before twitter began its great purge  and each ...,not_hate
' holocaust ' debate / comments / news claude lanzmann : just finnished this one  a must for you all as it give ...,not_hate
why are you changing the topic from sanger to hillary jutta ?,not_hate
protect us from heterosexual white men .,implicit_hate
i know you're ms white and proper but just remembered what your forefathers did to the native americans ftrump !,not_hate
they are on this white privilege and supremacy kick again,not_hate
ken burns will make a pbs film about this in twenty years . brad  you'll get to be the alt right version of shelby foote,not_hate
: you are such a bigot defending jihadists who want to kill us . that is sad .,implicit_hate
need to deport 4000 people a day to remove all 11 million illegal aliens in 8 years  this isn't cutting it . every single one is illegal !,explicit_hate
white people can go wherever tf they want basically ...,implicit_hate
"sickening, disheartening to see civilization actively participate in its own demise. muslims intend t",implicit_hate
" rt : . of  "" if there's one thing worth fighting for it's the right to life "" "" #theyfeelpain """,not_hate
yes but it will go up and down  were the third largest country in terms of population btw .,not_hate
good people ! :),not_hate
" as says   "" white "" "" is an all-encompassing perpetrator category  but victims are truly divided between "" "" white "" "" and "" "" hispanic . "" "" """,not_hate
surely you don't just want to use marxism to deconstruct just the white race ?,not_hate
if congress wont stop funding baby murders  we must stop funding congress pp on a cash course with congress :,explicit_hate
"  "" i wont be deterred by some tall people standing near me . "" "" """,not_hate
and they say white people are racist,not_hate
chinese teens trafficked into us through central america via #immigration #noamnesty,not_hate
seem its going to be even more hellish in future .. they have nukes ... that's real issue,not_hate
election success in #slovakia - #loveyourrace #workingclass #europe #norefugees,implicit_hate
shitlibs are purging the white males for criticizing hillary :,implicit_hate
this is exactly how we all feel in america as women of the human race . #americans4americans,not_hate
it's us white gentiles getting screwed ! :,implicit_hate
face facts : white people rock ! :,not_hate
Turn up your hearing aid? A thought @C_tWINO I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN,implicit_hate
mars orbiter engine test-fired successfully . spacecraft will enter mars orbit on wednesday--a proud day for india & isro,not_hate
cia even isi is funding aap says senior ips officer ram ohri,not_hate
"bovine fecal matter, daca are illegal leeches upon american. they need to be deported and sent back to their country to make it a great place again. that's what well educated and upstanding young people should do, unless they are leeching welfare demanding scum",explicit_hate
jeff sessions : jcc bomb threat probe spanned multiple continents,not_hate
" let's stop  "" white people "" "" together . """,not_hate
the privileged vs . the white working class via,not_hate
did you say optics ? you have summoned optics-cuck prime !,not_hate
it's the same people who screamed about pizzagate for months and got a guy arrested in the process then,not_hate
rt! illegal aliens should not have driving privileges!,implicit_hate
charlottesville counterprotester who ignited spray can is charged,not_hate
hispanic is not a race . miami is mostly white  where did u get that grossly inaccurate fact lol,not_hate
i would make white babies with all of them thats what i am willing to do for the white race,implicit_hate
he was incredibly condescending .,not_hate
case you missed and at uc berkeley  here's the whole stream . watch it ! #altright,not_hate
it's funny you know  how many jewish people work for slate  or even twitter . they se,implicit_hate
no way . don't get #firedforfaith - keep your bigotry on the inside . don't push that bs on subordinates . #march4marriage,not_hate
you guys need to use the civil rights laws and sue those companies . it's clearly racial discrimination .,not_hate
yes : hate injustice toward women  hate curtailing of free speech  hate warfare against non-muslims  hate killing of apostates ...,implicit_hate
how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool,implicit_hate
mlk monuments need to come down,not_hate
not one planned parenthood in pa provides prenatal care :,not_hate
lee was a hero and an american renaissance man . ( note : not necessarily a reference to  though they certainly appreciate lee . ),not_hate
i didn't drag jews anywhere . jews have been leading white genocide and an,implicit_hate
I asked a Jewish girl for her number.. And she rolled up her sleeve,implicit_hate
this is what becoming a groyper does to your life people it is an irreconcilable decision,not_hate
these are initiation murders they has nothing to do with breaking the slave codes aka laws they are selected hunted then murdered #truefacts,implicit_hate
so are you russian or a racist ? i would argue both .,not_hate
look at what i just saw on they put the in cartoon form.so racist !,not_hate
ritual muti killings is a way of life in rural areas of black south africa | more :,not_hate
why not saying terror organisation to #kkk ? catch their bkg accounts,not_hate
head for liberia  advance your people and be free of the white man .,implicit_hate
people are upset on the cow protection issue  pl . save your core support base  muslims do not vote for you,implicit_hate
eight whole people impressed by the drone though  not going to lie .,not_hate
1 ) white nationalists have killed more people than muslims since 9/11,not_hate
yeah  but how many people just give up and leave without saying anything ? how many more turned off from right-wing politics because of them ?,not_hate
but the murders are a very small percentage of all the crimes done in america which are done mostly by whites ... so explain yourself,not_hate
white people understand ... you are the immigrants ! ! ! #stupidpeople #blindtotruth,implicit_hate
: lots of white baby daddies these days...white/state media very reluc,implicit_hate
you think i dont have a job ? wooooooow and im the racist one,not_hate
"rt anyone that wants to protect """"illegals"""" from deportation should go with them",implicit_hate
clerks write names  narendra kumar modi and narendra modi are same person ; idiots will not know .,not_hate
" it's because they  "" cuck "" "" their own voters and use power to advance the left's agenda . see amnesty or gay marriage """,not_hate
then the law would hunt you down because your white .. we are being victimised buy spine,not_hate
this will prove to be last straw in aap's coffin . there is limit to misleading people . shame on aap .,not_hate
those people almost forgot that kaffir is actually not insult . now that's kind of funny . i wonder what,not_hate
"offensive joke . well , i hope anyway a little black jewish boy says to his daddy , "" dad am i more black or jewish ? "" "" why do you ask ? "" , says the dad . the boy says , "" well a guy at school has a bike for sale for $ <number> and i ca n't decide if i want to haggle him down to $ <number> or just steal it . """,implicit_hate
jared  i know you catch a lot of flak  but thanks for all your work .. big fan,not_hate
stand on line like legal immigrants do. don't confuse us with ppl breaking the law. illegals immigrants are illegal. end,implicit_hate
"  "" hutterites are a white anabaptist group that originated in austria in the 16th century . ... they are examples of the peaceful  idyllic life that all-white communities can create for themselves . "" "" - walter """,not_hate
" really disgusting the way white supremacist think tanks normalize racist immigration policies as  "" modern "" "" and "" "" working for america "" "" """,implicit_hate
not only holy places but school  office & othr places r also temple for us & modi shown us how to respect temple of democracy  working place,not_hate
the california gop convention is under siege by protesters with mexican flags,implicit_hate
black and white working poor are in the same boat.to keep power  the rich always turn the poor against each other by race . we are on them .,not_hate
it would be very beneficial to let some jews join guys you need to be more diverse i'm mexican and i would like to join also,not_hate
the black idea of harmony is committing 100 % of homicide in atlanta . #black undertow,explicit_hate
: robert spencer in pj media : white house proposes official new race : middle east / north african,not_hate
soros is a wanted man by the russian federation for instigating political trouble . he is funding hillary as well .,not_hate
if a politician won't say outright he is for the white race  its because he isn't ! vote right / vote white !,implicit_hate
but if islam tells them to kill or enslave unbelievers and muslims kill a,not_hate
