id,annotators,rationales,post_tokens,sentence,rationale_words,label_majority,label
1111442006776016897_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 25, 7], 'target': [['None'], ['None'], ['None']]}",[],"['weird', 'niggas', 'weird']",weird niggas weird,,non-hateful,non-hateful
1179096587571646464_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 58, 18], 'target': [['None'], ['None'], ['None']]}",[],"['tomorrow', 'precap', 'lit', 'sidharth', 'shukla', 'wow', 'yaar', 'i', 'think', 'he', 'will', 'kill', 'all', 'the', 'task', 'in', 'season', 'bb13', 'bigg', 'boss', '13']",tomorrow precap lit sidharth shukla wow yaar i think he will kill all the task in season bb13 bigg boss 13,,non-hateful,non-hateful
1184679550007029760_twitter,"{'label': [1, 1, 1], 'annotator_id': [28, 6, 4], 'target': [['None'], ['None'], ['None']]}",[],"['egay', 'o', 'jungkook']",egay o jungkook,,non-hateful,non-hateful
1179019608285683714_twitter,"{'label': [1, 1, 1], 'annotator_id': [3, 60, 1], 'target': [['None'], ['None'], ['None']]}",[],"['older', 'people', 'experience', 'discrimination', 'and', 'abuse', 'but', 'older', 'people', 'refugees', 'are', 'exposed', 'to', 'more', 'injustice', 'and', 'abuse', 'at', 'nduta', 'refugee', 'camp', 'our', 'colleagues', 'celebrated', 'with', 'people', 'with', 'specific', 'needs', '<user>', 'expose', 'ageism', '<user>']",older people experience discrimination and abuse but older people refugees are exposed to more injustice and abuse at nduta refugee camp our colleagues celebrated with people with specific needs <user> expose ageism <user>,,non-hateful,non-hateful
16921321_gab,"{'label': [0, 0, 0], 'annotator_id': [46, 70, 96], 'target': [['African'], ['Other', 'Minority', 'Other', 'African', 'Nonreligious', 'Other'], ['African']]}","[[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]]","['lol', 'good', 'nigger', '<user>']",lol good nigger <user>,nigger,hateful,hateful
14570598_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 54, 56], 'target': [['Other', 'African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['i', 'have', 'read', 'about', 'this', 'it', 'typical', 'nigger', 'behavior', 'of', 'asserting', 'superiority', 'by', 'making', 'people', 'move', 'aside', 'especially', 'since', 'they', 'always', 'circulate', 'in', 'gangs', 'from', 'what', 'i', 'have', 'seen', 'but', 'yes', 'somalis', 'are', 'like', 'the', 'rock', 'botton', 'of', 'nigger', 'sewer', 'with', 'average', 'iq', '<number>']",i have read about this it typical nigger behavior of asserting superiority by making people move aside especially since they always circulate in gangs from what i have seen but yes somalis are like the rock botton of nigger sewer with average iq <number>,typical nigger behavior they always circulate in gangs somalis are like the rock botton of nigger sewer with average iq <number>,hateful,hateful
1178776536398385155_twitter,"{'label': [1, 1, 1], 'annotator_id': [17, 1, 18], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'queer', 'jews', 'unite', '💘', '🥰']",<user> queer jews unite 💘 🥰,,non-hateful,non-hateful
1179061893237022726_twitter,"{'label': [1, 1, 1], 'annotator_id': [17, 21, 26], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', 'no', 'it', 'would', 'be', 'different', 'in', 'other', 'parts', 'of', 'the', 'world', 'i', 'clearly', 'stated', 'that', 'i', 'am', 'talking', 'about', 'white', 'privilege', 'in', 'the', 'us', 'make', 'your', 'argument', 'make', 'sense']",<user> <user> <user> no it would be different in other parts of the world i clearly stated that i am talking about white privilege in the us make your argument make sense,,non-hateful,non-hateful
1179071028552781824_twitter,"{'label': [1, 1, 1], 'annotator_id': [101, 1, 9], 'target': [['None'], ['None'], ['None']]}",[],"['i', 'am', 'the', 'collector', 'of', 'all', 'white', 'sauces']",i am the collector of all white sauces,,non-hateful,non-hateful
1178861841780559872_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 2, 54], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'i', 'fucking', 'hate', 'you']",<user> i fucking hate you,,non-hateful,non-hateful
1178567880251707392_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 30, 70], 'target': [['None'], ['None'], ['None']]}",[],"['i', 'guess', 'i', 'get', 'raped', 'a', 'lot']",i guess i get raped a lot,,non-hateful,non-hateful
22341782_gab,"{'label': [0, 0, 0], 'annotator_id': [23, 4, 9], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1]]","['was', 'engels', 'a', 'kike']",was engels a kike,kike,hateful,hateful
1179014998670086149_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 96, 18], 'target': [['None'], ['None'], ['None']]}",[],"['ooh', 'my', 'car', 'so', 'retarded', 'this', 'bitch', 'just', 'farted']",ooh my car so retarded this bitch just farted,,non-hateful,non-hateful
12976797_gab,"{'label': [0, 0, 0], 'annotator_id': [46, 4, 59], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0]]","['we', 'need', 'common', 'sense', 'nigger', 'control']",we need common sense nigger control,nigger control,hateful,hateful
25160111_gab,"{'label': [0, 0, 0], 'annotator_id': [27, 4, 9], 'target': [['Islam'], ['Arab', 'Islam'], ['Islam']]}","[[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]","['why', 'would', 'any', 'self', 'respecting', 'camel', 'piss', 'guzzling', 'moslem', 'give', 'lurch', 'the', 'horseface', 'the', 'time', 'of', 'day']",why would any self respecting camel piss guzzling moslem give lurch the horseface the time of day,camel piss guzzling moslem,hateful,hateful
1142977246283599872_twitter,"{'label': [1, 1, 1], 'annotator_id': [7, 8, 6], 'target': [['None'], ['None'], ['None']]}",[],"['blue', 'jeans', 'white', 't', 'shirt']",blue jeans white t shirt,,non-hateful,non-hateful
21759911_gab,"{'label': [0, 0, 0], 'annotator_id': [46, 124, 18], 'target': [['African'], ['Minority', 'African'], ['African']]}","[[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['no', 'michael', 'actually', 'nigger', 'monkeys', 'are', 'the', 'problem', 'now', 'go', 'back', 'to', 'africa', 'and', 'catch', 'aids', 'you', 'cunt']",no michael actually nigger monkeys are the problem now go back to africa and catch aids you cunt,nigger monkeys are the problem go back to africa catch aids you cunt,hateful,hateful
23886817_gab,"{'label': [0, 0, 0], 'annotator_id': [9, 25, 4], 'target': [['African'], ['Arab'], ['African', 'Arab']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]]","['lol', 'i', 'am', 'not', 'british', 'that', 'must', 'be', 'the', 'turkish', 'ottoman', 'sandnigger', 'seed', 'floating', 'around', 'in', 'your', 'brain', 'well', 'that', 'what', 'happens', 'when', 'you', 'fuck', 'niggers']",lol i am not british that must be the turkish ottoman sandnigger seed floating around in your brain well that what happens when you fuck niggers,turkish ottoman sandnigger seed when you fuck niggers,hateful,hateful
1178827642511990784_twitter,"{'label': [1, 1, 1], 'annotator_id': [2, 1, 4], 'target': [['None'], ['None'], ['African']]}",[],"['who', 'would', 'have', 'thought', 'my', 'nigger', 'ass', 'would', 'be', 'eating', 'some', 'fucking', 'california', 'rolls', 'lmao']",who would have thought my nigger ass would be eating some fucking california rolls lmao,,non-hateful,non-hateful
21925689_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 9, 33], 'target': [['African', 'Women', 'Jewish'], ['African', 'Jewish'], ['Women', 'African', 'Jewish']]}","[[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]]","['no', 'one', 'did', 'it', 'to', 'the', 'niggers', 'you', 'lying', 'kike', 'whore']",no one did it to the niggers you lying kike whore,niggers lying kike whore,hateful,hateful
16109086_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 92, 46], 'target': [['African', 'Women'], ['African'], ['African']]}","[[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['do', 'not', 'worry', 'negress', 'q', 'speaks', 'and', 'we', 'will', 'show', 'the', 'nigger', 'rigging', 'a', 'marcus', 'garvey', 'boat', 'ticket', 'is', 'in', 'your', 'future']",do not worry negress q speaks and we will show the nigger rigging a marcus garvey boat ticket is in your future,negress q nigger rigging,hateful,hateful
1179079483887951875_twitter,"{'label': [1, 1, 1], 'annotator_id': [9, 39, 1], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'does', 'that', 'include', 'illegal', 'aliens']",<user> does that include illegal aliens,,non-hateful,non-hateful
1178762649187868674_twitter,"{'label': [1, 1, 1], 'annotator_id': [31, 96, 17], 'target': [['None'], ['None'], ['None']]}",[],"['white', 'hall', 'senior', 'school', 'staffs', 'wish', 'fellow', 'nigerians', 'happy', 'independence', 'day']",white hall senior school staffs wish fellow nigerians happy independence day,,non-hateful,non-hateful
1179103213640749061_twitter,"{'label': [1, 1, 1], 'annotator_id': [10, 9, 1], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', 'yeah', 'that', 'whole', 'fat', 'joe', 'thing', 'was', 'a', 'mess', 'not', 'all', 'latinos', 'are', 'black', 'or', 'of', 'african', 'descent', 'many', 'latinos', 'are', 'white', 'many', 'have', 'no', 'african', 'ancestry', 'some', 'are', 'even', 'asian', 'for', 'example', 'there', 'is', 'a', 'large', 'asian', 'population', 'in', 'south', 'america', 'e', 'g', 'ecuador', 'brazil', 'peru', 'chile', 'etc']",<user> <user> yeah that whole fat joe thing was a mess not all latinos are black or of african descent many latinos are white many have no african ancestry some are even asian for example there is a large asian population in south america e g ecuador brazil peru chile etc,,non-hateful,non-hateful
25502565_gab,"{'label': [1, 1, 1], 'annotator_id': [218, 203, 211], 'target': [['None'], ['Arab'], ['None']]}",[],"['come', 'to', 'an', 'amicable', 'agreement', 'and', 'resolution', 'with', 'the', 'non', 'kurdish', 'iraqi', 'heard', 'of', 'instances', 'of', 'iraqi', 'arabs', 'being', 'barred', 'from', 'returning', 'to', 'their', 'homes', 'in', 'kirkuk']",come to an amicable agreement and resolution with the non kurdish iraqi heard of instances of iraqi arabs being barred from returning to their homes in kirkuk,,non-hateful,non-hateful
1219094200228175875_twitter,"{'label': [1, 1, 1], 'annotator_id': [202, 200, 215], 'target': [['Other'], ['None'], ['None']]}",[],"['you', 'hate', 'your', 'life', 'just', 'be', 'honest']",you hate your life just be honest,,non-hateful,non-hateful
1174514620704415745_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 7, 25], 'target': [['None'], ['None'], ['None']]}",[],"['women', 'boobs', 'nude', 'full', 'breasted', 'women', 'camsex', 'site', 'sex', 'cam', 'fetish']",women boobs nude full breasted women camsex site sex cam fetish,,non-hateful,non-hateful
1187925752571973632_twitter,"{'label': [1, 1, 1], 'annotator_id': [7, 6, 8], 'target': [['None'], ['None'], ['None']]}",[],"['the', 'bigger', 'the', 'hoops', 'the', 'bigger', 'the', 'hoe', 'guy', 'at', 'gas', 'station']",the bigger the hoops the bigger the hoe guy at gas station,,non-hateful,non-hateful
3284098_gab,"{'label': [1, 1, 1], 'annotator_id': [225, 203, 211], 'target': [['Women'], ['Women'], ['None']]}",[],"['all', 'women', 'who', 'want', 'to', 'have', 'kids', 'are', 'more', 'beautiful', 'than', 'all', 'women', 'who', 'do', 'not', 'want', 'to', 'have', 'kids']",all women who want to have kids are more beautiful than all women who do not want to have kids,,non-hateful,non-hateful
18793244_gab,"{'label': [0, 0, 0], 'annotator_id': [216, 217, 215], 'target': [['Homosexual'], ['Homosexual', 'Jewish', 'Men'], ['Homosexual']]}","[[0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0, 0, 0]]","['the', 'koch', 'faggots', 'and', 'friends', 'should', 'be', 'ovened']",the koch faggots and friends should be ovened,koch faggots and ovened,hateful,hateful
1179082549617930240_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 8, 111], 'target': [['Asian', 'Caucasian'], ['None'], ['None']]}",[],"['<user>', '<user>', 'what', 'an', 'idiotic', 'comment', 'white', 'people', 'are', 'not', 'using', 'these', 'asians', 'to', 'sue', 'harvard', 'the', 'asians', 'are', 'suing', 'on', 'their', 'own', 'initiative', 'hypocrite', 'hari', 'also', 'known', 'as', 'the', 'neckless', 'one', 'is', 'trying', 'to', 'insidiously', 'scapegoat', 'white', 'people', 'in', 'his', 'anti', 'white', 'bigotry']",<user> <user> what an idiotic comment white people are not using these asians to sue harvard the asians are suing on their own initiative hypocrite hari also known as the neckless one is trying to insidiously scapegoat white people in his anti white bigotry,,non-hateful,non-hateful
1178844885715181569_twitter,"{'label': [1, 1, 1], 'annotator_id': [89, 9, 60], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'i', 'fucking', 'hate', 'you', '😂', '😂', '😂']",<user> i fucking hate you 😂 😂 😂,,non-hateful,non-hateful
1178873849254961154_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 9, 64], 'target': [['Refugee'], ['None'], ['None']]}",[],"['<user>', 'i', 'live', 'in', 'new', 'york', 'this', 'is', 'against', 'our', 'first', 'amendment', 'rights', 'we', 'have', 'illegal', 'aliens', 'that', 'have', 'raped', 'murdered', 'stolen', 'identities', 'stabbed', 'robbed', 'imported', 'drugs', 'and', 'trafficked', 'women', 'and', 'children', 'they', 'should', 'not', 'be', 'here', 'nor', 'should', 'people', 'that', 'call', 'them', 'out', 'be', 'penalized']",<user> i live in new york this is against our first amendment rights we have illegal aliens that have raped murdered stolen identities stabbed robbed imported drugs and trafficked women and children they should not be here nor should people that call them out be penalized,,non-hateful,non-hateful
24728249_gab,"{'label': [0, 0, 0], 'annotator_id': [23, 46, 25], 'target': [['African'], ['Women', 'African'], ['Women', 'African']]}","[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]","['kim', 'kardashian', 'is', 'a', 'negress', 'by', 'now', 'anyway']",kim kardashian is a negress by now anyway,negress,hateful,hateful
1179096040143646720_twitter,"{'label': [1, 1, 1], 'annotator_id': [93, 1, 25], 'target': [['None'], ['None'], ['None']]}",[],"['white', 'people', 'think', 'cause', 'they', 'was', 'raised', 'by', 'black', 'people', 'they', 'can', 'say', 'nigga', 'what']",white people think cause they was raised by black people they can say nigga what,,non-hateful,non-hateful
1169843504052236293_twitter,"{'label': [1, 1, 1], 'annotator_id': [7, 6, 4], 'target': [['None'], ['None'], ['None']]}",[],"['all', 'these', 'niggas', 'acting', 'surprised', 'the', '2', 'k20', 'servers', 'are', 'down', 'open', 'yo', 'eyes', 'jitt', 'these', 'niggas', 'do', 'not', 'care', 'about', 'the', 'community']",all these niggas acting surprised the 2 k20 servers are down open yo eyes jitt these niggas do not care about the community,,non-hateful,non-hateful
24373447_gab,"{'label': [1, 1, 1], 'annotator_id': [46, 68, 9], 'target': [['None'], ['None'], ['None']]}",[],"['when', 'their', 'still', 'putting', 'the', 'dead', 'in', 'body', 'bags', 'but', 'all', 'you', 'can', 'think', 'about', 'is', 'the', 'backlash', 'islamophobia', 'the', 'moslem', 'community', 'might', 'face']",when their still putting the dead in body bags but all you can think about is the backlash islamophobia the moslem community might face,,non-hateful,non-hateful
23995229_gab,"{'label': [0, 0, 0], 'annotator_id': [110, 62, 41], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['went', 'to', 'chik', 'fil', 'e', 'instead', 'of', 'normal', 'quick', 'line', 'of', 'cars', 'things', 'are', 'slow', 'instead', 'of', 'nice', 'how', 'can', 'i', 'serve', 'u', 'greeting', 'its', 'like', 'can', 'i', 'take', 'ur', 'order', 'nigger', 'girl', 'specifically', 'asked', '<number>', 'chik', 'file', 'a', 'sauce', 'get', 'home', 'no', 'sauce', 'mother', 'fucker', 'export', 'all', 'niggers']",went to chik fil e instead of normal quick line of cars things are slow instead of nice how can i serve u greeting its like can i take ur order nigger girl specifically asked <number> chik file a sauce get home no sauce mother fucker export all niggers,nigger girl mother fucker niggers,hateful,hateful
8968572_gab,"{'label': [0, 0, 0], 'annotator_id': [128, 83, 17], 'target': [['Islam'], ['Islam'], ['Islam']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['nobody', 'else', 'would', 'find', 'these', 'women', 'attractive', 'but', 'the', 'muzzies', 'routinely', 'fuck', 'sheep', 'and', 'goats', 'an', 'ugly', 'old', 'woman', 'is', 'a', 'treat', 'to', 'them']",nobody else would find these women attractive but the muzzies routinely fuck sheep and goats an ugly old woman is a treat to them,muzzies,hateful,hateful
1178803884443090945_twitter,"{'label': [1, 1, 1], 'annotator_id': [39, 4, 9], 'target': [['None'], ['Homosexual'], ['None']]}",[],"['shout', 'out', 'to', 'my', 'other', 'queer', 'babes', 'with', 'trauma', 'struggling', 'with', 'expressing', 'your', 'sexuality', 'is', 'not', 'homophobic', '😘', '🥰', '😘', 'k', 'love', 'u', 'all']",shout out to my other queer babes with trauma struggling with expressing your sexuality is not homophobic 😘 🥰 😘 k love u all,,non-hateful,non-hateful
14273688_gab,"{'label': [0, 0, 0], 'annotator_id': [96, 25, 46], 'target': [['Other', 'Homosexual'], ['Homosexual'], ['African', 'Homosexual']]}","[[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]]","['<user>', 'your', 'a', 'faggot', 'fucker', 'coon', 'boy', 'suck', 'my', 'horse', 'cock']",<user> your a faggot fucker coon boy suck my horse cock,faggot coon,hateful,hateful
25235815_gab,"{'label': [0, 0, 0], 'annotator_id': [81, 4, 9], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]","['how', 'do', 'we', 'instigate', 'a', 'war', 'between', 'japan', 'and', 'israel', 'shinzo', 'abe', 'did', 'not', 'like', 'the', 'shoe', 'desert', 'the', 'kike', 'served', 'him']",how do we instigate a war between japan and israel shinzo abe did not like the shoe desert the kike served him,kike,hateful,hateful
1179024780516876288_twitter,"{'label': [1, 1, 1], 'annotator_id': [122, 18, 96], 'target': [['None'], ['None'], ['None']]}",[],"['bi', 'i', 'am', 'ded', 'this', 'nigga', 'almost', 'crashed', 'into', 'a', 'cop', 'car', 'that', 'cop', 'was', 'mad', 'as', 'hell', 'pulled', 'him', 'over', 'everything', '🤣', '🤣', '🤣']",bi i am ded this nigga almost crashed into a cop car that cop was mad as hell pulled him over everything 🤣 🤣 🤣,,non-hateful,non-hateful
1178595083534454784_twitter,"{'label': [1, 1, 1], 'annotator_id': [96, 4, 1], 'target': [['None'], ['None'], ['None']]}",[],"['good', 'morning', 'tonight', 'i', 'had', 'a', 'nightmare', 'where', 'all', 'tj', 'suddenly', 'became', 'horny', 'for', 'todd', 'and', 'people', 'were', 'shipping', 'him', 'with', 'hank', 'there', 'were', 'fanarts', 'and', 'whole', 'threads', 'about', 'it', 'and', 'i', 'wanted', 'to', 'kill', 'every', 'single', 'one', 'of', 'you']",good morning tonight i had a nightmare where all tj suddenly became horny for todd and people were shipping him with hank there were fanarts and whole threads about it and i wanted to kill every single one of you,,non-hateful,non-hateful
1178830600171601924_twitter,"{'label': [1, 1, 1], 'annotator_id': [30, 17, 9], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'where', 'is', 'the', 'diversity', 'video', 'full', 'of', 'white', 'people', 'trust', 'me', 'very', 'painful', 'for', 'the', 'minority', 'very', 'painful']",<user> where is the diversity video full of white people trust me very painful for the minority very painful,,non-hateful,non-hateful
24998360_gab,"{'label': [0, 0, 0], 'annotator_id': [223, 200, 231], 'target': [['Homosexual', 'African'], ['Homosexual', 'African'], ['African']]}","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]]","['nigger', 'and', 'a', 'chimp', 'walk', 'into', 'a', 'gay', 'bar', 'iran', 'has', 'nukes', 'istandwithisrael']",nigger and a chimp walk into a gay bar iran has nukes istandwithisrael,nigger and a chimp walk into a gay bar iran has nukes,hateful,hateful
9633841_gab,"{'label': [1, 1, 1], 'annotator_id': [217, 224, 199], 'target': [['Women'], ['Women'], ['Women']]}",[],"['what', 'are', 'the', 'odds', 'that', 'there', 'll', 'be', 'more', 'hostility', 'to', 'women', 'in', 'politics', 'after', 'we', 'emerge', 'from', 'this', 'it', 'already', 'quite', 'present', 'on', 'here', 'but', 'we', 'are', 'something', 'of', 'a', 'bubble', '🤔']",what are the odds that there ll be more hostility to women in politics after we emerge from this it already quite present on here but we are something of a bubble 🤔,,non-hateful,non-hateful
1178550138249211904_twitter,"{'label': [1, 1, 1], 'annotator_id': [99, 4, 70], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'well', 'done', 'the', 'white', 'e', 'pawn', 'promotes', 'to', 'all', 'possible', 'pieces', 'allumwandlung', 'and', 'the', 'black', 'pawn', 'b7', 'makes', 'all', 'possible', 'moves', 'pickaninny']",<user> well done the white e pawn promotes to all possible pieces allumwandlung and the black pawn b7 makes all possible moves pickaninny,,non-hateful,non-hateful
1178285716796841986_twitter,"{'label': [1, 1, 1], 'annotator_id': [155, 4, 30], 'target': [['None'], ['Homosexual'], ['None']]}",[],"['but', 'it', 'more', 'than', 'that', 'it', 'really', 'about', 'people', 'not', 'accepting', 'gays', 'trans', 'lesbians', 'because', 'if', 'their', 'religious', 'beliefs', 'for', 'that', 'reason', 'it', 'gives', 'conservatives', 'the', 'cover', 'of', 'attacking', 'free', 'speech', 'they', 'are', 'lying', 'their', 'ass', 'off', 'they', 'do', 'not', 'want', 'to', 'not', 'say', 'faggot', 'anymore']",but it more than that it really about people not accepting gays trans lesbians because if their religious beliefs for that reason it gives conservatives the cover of attacking free speech they are lying their ass off they do not want to not say faggot anymore,,non-hateful,non-hateful
11760301_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 46, 112], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['cuh', 'cuh', 'cuh', 'communism', 'nah', 'pass', 'this', 'nigger', 'worked', 'too', 'hard', 'for', 'handouts', 'i', 'prefer', 'the', 'uncertainty', 'the', 'risk', 'the', 'gasp', 'entropy', 'of', 'capitalistic', 'competition']",cuh cuh cuh communism nah pass this nigger worked too hard for handouts i prefer the uncertainty the risk the gasp entropy of capitalistic competition,nigger,hateful,hateful
1179105246137724928_twitter,"{'label': [1, 1, 1], 'annotator_id': [44, 52, 1], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', 'jews', 'actually', 'are', 'the', 'most', 'over', 'represented']",<user> <user> jews actually are the most over represented,,non-hateful,non-hateful
1178750958718914561_twitter,"{'label': [1, 1, 1], 'annotator_id': [35, 4, 45], 'target': [['None'], ['Men', 'African'], ['None']]}",[],"['i', 'am', 'glad', 'you', 'found', 'some', 'self', 'respect', 'but', 'i', 'am', 'not', 'gone', 'acknowledge', 'it', 'because', 'you', 'already', 'let', 'musty', 'nigga', 'air', 'yo', 'club', 'out', 'and', 'now', 'you', 'gotta', 'child', 'that', 'half', 'musty', '🤦', '🏽', '\u200d', '♂️']",i am glad you found some self respect but i am not gone acknowledge it because you already let musty nigga air yo club out and now you gotta child that half musty 🤦 🏽 ‍ ♂️,,non-hateful,non-hateful
21990566_gab,"{'label': [0, 0, 0], 'annotator_id': [9, 66, 15], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 0]]","['this', 'kike', 'is', 'still', 'alive', 'wtf']",this kike is still alive wtf,kike is still alive wtf,hateful,hateful
