platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,label
zhihu,race,难看说实话，上学也被欺负基本上可以说要凉透,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
tieba,lgbt,麻烦你把广告叉叉掉,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
tieba,lgbt,震惊原来整个重庆都是反同吧吧主小号,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,lgbt,男的看男同主观恶心 女的看女同主观恶心,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",19,hateful
zhihu,region,没什么事实证明，里面都是某些人的利益冲突罢了。河南人攻击东北人？简直滑天下之大稽，无非是派别利益冲突，现在是金钱社会，以为河南人和东北人都很闲？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",72,non-hateful
tieba,race,是的，确实需要，没有找一个临时替代一下？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,non-hateful
tieba,gender,大哥你私信没开,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,gender,贴吧的审核要是没有慕刃，我把手机吃下去,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",19,hateful
zhihu,region,是的，没有哪个省的人是应该被黑的,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",16,hateful
tieba,race,养鸡场屠宰90%的小公鸡做饲料，只留小母鸡下蛋。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",24,non-hateful
tieba,race,不会停下脚步，直到业火将华夏血脉的黑色荡尽,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",21,hateful
zhihu,region,遇见了就是爱了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,region,那你得问那个女主播为什么喜欢地域歧视，反正我是没看到黑龙江的负面新闻比别的地方更多，倒是那个节目报道辽宁本省的负面新闻稍多一点,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",63,hateful
zhihu,region,作为东北人，也正在适应这个过程??,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,race,知乎好多黑人和中国女人在一起的图片能把你看吐,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",22,hateful
tieba,race,再次提醒大家：贴吧要安全地发展，言论的氛围就要往理性文明的方向走，不能容许过多严重触犯贴吧协议的言论存在。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",53,non-hateful
zhihu,race,心里与生理的双重恐惧与恶心哪怕自己受的了万一有一天被亲朋好友发现了呢？那也差不多社会性死亡了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",46,non-hateful
zhihu,race,哇哈，终于看到自然选择这几个字了，不错不错俺点赞了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",25,non-hateful
zhihu,race,😓来了来了，打的就是蜜,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
zhihu,region,重庆是四川的 高级黑啊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
tieba,lgbt,你们以为自己是谁。有这时间看看孩子吧笑死了，有房吗？有车吗？彩礼多少。存款多少。看不惯就把所以通讯录都杀了你们有这个本事吗？一个个没事天天犯病真是是个人都会上网了。那个大山里跑出来的猴子啊笑死了。不过是为了体现自己是“正常人”的优越感而已，笑死了我夸夸你们呗,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",130,hateful
zhihu,region,青海人少，没存在感，，，,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",12,hateful
tieba,gender,这种还真不少,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
tieba,gender,什么都不用说，钱包强男权强，没钱的缺钱少钱的男性朋友可以咨询我，在下有赚钱平台，日结的。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",44,non-hateful
zhihu,region,我小学四年级后转来南京读书，印象最深的就是初中有个英语老师是南京本地人，日常说话满口南京腔，尤其是批评学生时南京市骂一口一个往外蹦。初中时班上也有几个外地同学，也能感觉出老师对外地学生明显的歧视,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",97,hateful
tieba,race,🦍🇷🇺:拳脚相加🇯🇵:驱逐出境🇺🇸:清空弹夹🇰🇷:不得入境🇮🇱:生理阉割🇰🇵:火炮处决🇨🇳:如获至宝欢迎转发至各大平台,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",59,hateful
zhihu,region,所以地域黑的地方也是存在的啊。你家乡无非就是没上海那么有名而已。谁有空去黑一个村子？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",42,hateful
tieba,gender,平均收入3千的4线城市，8千以上的不是高官就是老板，嗯，想找36岁离异带孩女,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",38,non-hateful
tieba,race,今天我在浦东新区某镇看见一个身材高大肌肉壮硕的黑人和身材矮小的中国女子在一起，去一家洗浴洗脚中心里面去了，真是没办法！我十分反感中国女子嫁黑人！,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",72,hateful
tieba,race,请大家大声说出来如果吴亦凡是国际鬼子虫类及其它们后代虫混说不定国际鬼子虫类及其它们后代虫混亲儿子республиканскоеправительство的判罚又是另当别论可见宁波案件会被国际鬼子虫类及其它们后代虫混亲儿子республиканскоеправительство一定压的永远压的石沉大海,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",150,hateful
zhihu,race,？拜托，我是被邀请了来回答问题的耶，为防止被你这类的人私信，我还匿名了耶。确实不关我的事，但是我被邀请了，你管得着吗⁉,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",62,non-hateful
tieba,gender,生了再给。怀孕给一半。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",11,hateful
zhihu,race,我朋友，我亲戚，我邻居，我同学，我认识的人......我身边即世界😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",37,non-hateful
tieba,race,小畜生脏手拿开，别碰人类,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,hateful
tieba,lgbt,同性恋都是群脑子不正常的玩意，看着就反胃,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",20,hateful
zhihu,race,对 那种感觉是个人……大部分纯黑卷毛的 感觉跟没开化似的😅,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",32,hateful
zhihu,region,我们浙江不服，天天被骂,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",11,hateful
tieba,lgbt,原贴没了看来是被正义的小腐女们举报了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",18,hateful
zhihu,region,你确定电信诈骗不是广东福建地区口音？？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",19,hateful
tieba,race,推荐一本书:信息全知者,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
zhihu,race,刷到這層樓，感覺特別生動😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,lgbt,笑死，活该了这是，还失足,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,hateful
tieba,lgbt,因为主流教育都是异性恋，如果他意识到了自己喜欢同性那肯定是觉醒；其实弯变直我知道以下几种，1境域性同性恋2双性恋3骗婚；如果还有其他的自然转变，那只能说是我不知道，毕竟历史上为了改变同性恋性取向做过很多实验，只有一个疑似成功但判定失败的，如果你真的观察到了，那我建议你可以写论文试试，也许会改变世界？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",150,non-hateful
zhihu,lgbt,答主是大部分人的想法，很多人潜意识都是不接受的，只是很多人都不敢去表达对于同性恋的态度，随着时代发展，同性恋也越来越敢发声了，我们不能对同性恋有任何意见，有意见就是歧视。同性恋越来越会道德绑架了！,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",98,hateful
tieba,race,什么双马尾猩猩,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",7,hateful
zhihu,race,这种东西是上面的锅，甩给女性不大好,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,region,是日本比较喜欢江浙人吗，尤其南京,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,gender,最搞的是它们的帖子只允许它们团队回复,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
zhihu,region,好家伙，果然buff叠满了。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
zhihu,region,苏北人歧视起其他省份一样厉害的,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",15,hateful
tieba,race,真是奇怪国际法写的清清楚楚，种族歧视只是一国人而已。归划人不在其种族歧视的范围之内。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",42,non-hateful
zhihu,region,很多广东人老爱说自己是汉族正统，自己才是纯正正统汉人血统，北方都是胡人血统，胡杂，那北方人自然会觉得，你是正统汉人，来来，让我们看看正统汉人长什么样，然后看了之后才发现🤣，你们说的都对，华夏发源地都在广东好不好😆😆😆,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",121,hateful
zhihu,region,你自己不跟截图里一个diao样,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,hateful
tieba,race,如果这个前提不足的命题为真，那被晒黑基因岂不是就改变了吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",29,non-hateful
tieba,gender,有些男的就确实可以分分钟买的呀,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,恰恰相反，爱他就跟他去吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,non-hateful
zhihu,race,抠脚大汉，别装了，赶紧游戏上线了，5v5就等你了,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",24,hateful
zhihu,race,这不是因为被我说到痛处了集体改口罢了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
tieba,gender,都是些没人要的钼刃在网上翻天覆地,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",16,hateful
tieba,gender,家暴只是给男人定的，男人打女人那叫暴力，女人得到的是同情，男人得到的是谴责；而女打男，得到的却是掌声，男被女打，不仅得不到同情，还会被取笑鄙视。平等吗？到底在哪里？有没有平等？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",88,hateful
zhihu,race,从来没刷到过,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,race,说得好像也好有道理。而且只要有钱吃药，HIV也不算什么绝症了😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",34,non-hateful
tieba,gender,这仗已经输掉，男的全成舔狗。何时打个翻身仗啊？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",23,hateful
tieba,gender,那就陪它们打到底！打到弹尽粮绝,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,被答主这样的国女喷下线了，,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",13,hateful
zhihu,lgbt,嗯。。确实。。看到男同觉不得什么，但是看片的时候不小心看到男男了就有种搅屎棍的感觉，同样男女这种方式也一样,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",53,hateful
tieba,race,哈哈，真的有意思，不用找个其它的的喽,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
zhihu,region,根本无所谓，影响不了什么，想想现在在上海就很好，网上让他们去说好了😄,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",37,non-hateful
tieba,gender,女本位内斗是吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,region,美国人又在哪个国内论坛看见的谣言啊 转手就发这来了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",25,non-hateful
zhihu,race,娶黑皮女生的小孩就是中国人了？基因是由母体决定，你跟黑皮生个小孩生的孩子就是黑人。怎么，这就不是扰乱中国人的血统了？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",58,hateful
tieba,gender,珠海市五洲花城是吧，今晚就过去刀了这幕刃?,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",21,hateful
zhihu,race,我他玛就是歧视他们。表现不好就要有受人歧视的觉悟,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",24,non-hateful
tieba,gender,不会氙钕怕事情败露自己删了吧,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",14,hateful
zhihu,race,别听他的，还是去非洲吧，别回来找中国老实人接盘就行了,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",26,hateful
zhihu,region,以偏概全，非黑即白😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,艾呀，梅事的，疣什么大不了的非洲默的艾滋病率就不说了，不止一个国家能干到20%+欧美默的犯罪率也不提了，别的不说有没有有几个默没磕过药？当然了，这个星球上还是有很多优秀的黑人但我为啥要去厕所里找吃的？⁉,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 1]",104,hateful
zhihu,region,小时候就觉得山东台土，问题我十岁时去山东住过一段时间，感觉比我们那里发达不少啊，咋跟我的印象不一样，当时就很奇怪。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",57,non-hateful
zhihu,region,河南人真不错，比我们苏北人好！再一个河南朋友能处，比地温好多了😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",35,non-hateful
zhihu,race,卧槽，你真的严重地吓到我了😷😷😷😷😷😷,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",37,non-hateful
tieba,race,唉国人当自强，标题都不让我发发了就审核不通过,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",22,non-hateful
zhihu,region,送上门了哈哈哈,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,region,本科在武汉读书，感觉武汉对河南人偏见还是比北方省份小的😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",31,non-hateful
zhihu,race,主要是跟个黑人的女生都会选择隐瞒这是一种潜在的危机呀,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",26,hateful
tieba,lgbt,同是病，得治,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",6,hateful
zhihu,region,日本人祖宗还是中国来的呢，也没见日本对中国感恩戴德。3.5代考证得着的说说也就算了，几千年前的祖宗，就别拿出来说事了。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",59,non-hateful
zhihu,region,河南人偷井盖,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",6,hateful
tieba,gender,不断弄这种下作手段，还能55开，废物辣鸡,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,hateful
zhihu,region,河南人不比浙江人强的多？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,non-hateful
zhihu,race,对于小管家来说，是没有匿名的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,gender,哈哈哈杂种,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,hateful
zhihu,race,很多国男喜欢吹的拉美中东女人喜欢国男也不是国男个个alphamale而是靠着韩国男团输出kpop洗脑，所以普通国男跟着沾光,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",61,non-hateful
zhihu,region,我只是陈述事实，我重来不地域黑任何地方的人，毕竟我遇到的河南人都很不错，但是为什么河南人被黑，我想肯定是有原因的，多说无益，88,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",64,hateful
zhihu,race,哈哈哈，笑死我了，你自己说的你自己真信吗？我说我家的狗会打鸣，还真有人来借我的狗去报晓？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",44,non-hateful
zhihu,race,这是啥电影😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
tieba,gender,我会向吧里前辈认真学习，学习男权知识。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
tieba,lgbt,还是某群体好，都能稳定的死在艾滋病上,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 1]",18,hateful
tieba,race,黑色的种子将持续在这片黄色的土地之中播散下去,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",22,hateful
zhihu,race,可是好多评论和赞同又没有了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,这就是阳谋，你不防不行，防了也不能全身而退。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",22,non-hateful
zhihu,race,什么时候被西方zzzq洗脑就是高知了🤣，思想前卫=lkd？🤣学历之类的不清楚，姣好面容这一点，我觉得自己也算阅片无数了，怀疑你没见过女人🤣,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",81,non-hateful
zhihu,region,太形象了，碰到好几个这样的了，一说浙江不太好的地方，立马涌过来说你一定是嫉妒，外地人一定多么多么羡慕他们的😅，甚至上升到人种优越论,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",68,hateful
zhihu,race,黑人男人和白人女生？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
zhihu,region,昨天某音一个热搜，河北沧州偷玉米被抓，偷玉米的都承认是隔壁村的人，下边一个安徽IP热评：听口音这么像河南人，然后三千+赞同的。现在去某音应该还能刷到这个视频和评论。真该算算全中国到底有多少中原口音的人。以我的认知里不算河南人另外最少有一亿人是中原口音。出了事全算河南人头上，有点可悲。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",142,hateful
tieba,gender,还不赶紧给小仙女跪下？想被刀了爆1500金币？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",23,hateful
tieba,lgbt,也不知道一大堆人品有问题骗婚的是谁,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,race,经统计黑人艾滋率，暴力犯罪率，没爹率都出奇的高，所以其实他们是对我自身生命安全的负责。假如你遇到一片雷区，然后心想我们不能种族歧视，雷区和马路耕地都必须一样，然后大胆的踩过去，那我也很支持你。😆,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",100,hateful
tieba,lgbt,希望你们都能花钱娶女同,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 1, 0, 0]",11,hateful
tieba,race,俗话说**草的就是说的这种媒体这种人,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,hateful
tieba,gender,hust？校友啊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,lgbt,不敢用整版原图P的原因是我们发图的时间是在它的前面，这个是它怎么都改不了的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",37,non-hateful
zhihu,region,为啥是回民和东北人会被黑啊？,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",14,hateful
tieba,lgbt,中国没有同性恋或者什么什么恋？他们都有一些共同的称呼情侣，爱人，红颜，知己,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",37,non-hateful
tieba,gender,什么女厕所,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",5,hateful
tieba,lgbt,嗯，正经一点就好，别学喜欢发癫的那几个,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,hateful
tieba,lgbt,世界终究越来越正常，直佬们做好被强制纠正取向的准备。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",26,hateful
zhihu,region,我接触的河南老哥虽然有时候拎不清，但是实在是真实在，不好吹牛真是非常优良的品质,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",39,non-hateful
zhihu,race,你想多了，要不是你们知乎一些吃饱了撑的到处举报三非黑人，被遣返回国，人家日子过得爽着呢,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",43,hateful
tieba,gender,我们的声音这一类的发言都属于纱布,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,hateful
zhihu,region,常年郑州出差的上海人。其实在当地的人还可以，没有碰到特别坏的。有几次不太好的感觉都是在上海碰到的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",48,non-hateful
tieba,gender,选择不择偶也是改变择偶观，而且是最彻底的改变,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",22,non-hateful
tieba,lgbt,11.和我doi,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,race,评论区里面的三观真让人叹为观止。 这就是大国气度？ 如此狭隘就是我们几千年文化提炼出来的精华？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",47,non-hateful
zhihu,race,干嘛一视同仁，男人都是潜在的qj犯，黑男更是不同人种男性犯罪率最高的，女人则很珍贵，黑女犯罪率低，受教育程度更高，黑男跑了往往是黑女带孩子养家，怎么看黑男和黑女都不能相提并论,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",87,hateful
zhihu,region,东北三省被一同称呼，如果我们把三个省拆分来看就会发现，杀人放火、打架斗殴、洗脚城女性、海南偷菜，全都只是黑龙江而已。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",58,hateful
tieba,lgbt,我们同性恋真是太正确了,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",11,hateful
tieba,gender,这就是典型的国籹罢了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",10,hateful
tieba,race,当你在明处看到了一只蟑螂，说明阴处已经挤不下了,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",23,hateful
tieba,race,你应该学习一下生物学和遗传学，然后研究一下黑人的劣质基因，并进一步找到黑人低智商和野蛮的根本原因。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",49,hateful
zhihu,region,其实就算是我这个纯正的东北人，也不可能仅凭口音就确定对面百分百是东北人,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",35,non-hateful
zhihu,lgbt,我觉得你写的太好了，我之前，看那些耽美的书评，里面底下都会有很多很多的人骂同性恋的我就觉得这个圈子里面的人太可怕了,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",57,hateful
zhihu,race,快乐教育的产物😓生怕我们不知道她们是圣母，还有他们那些极端动物环境保护组织的人 一群玛利亚,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",48,hateful
zhihu,race,文化软实力还缺点,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,region,别人问地你答天,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,race,美国男人关我们中国人什么事？你应该问的难道不是这个中国女人的选择吗？你觉得这个美国男人会帮着中国女人杀美国人，还是帮着美国人杀中国士兵？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",68,non-hateful
zhihu,lgbt,你所说的这种心理机制，gay对女性的情感，和直男对gay的反感，是完完全全不一样的。🍉,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",46,hateful
