guid,source,date,title,comment,OFF,TGT,GRP,OFF_span,TGT_span,annotator_id,offensiveness,off_start_idx,off_end_idx,target,target_group,tgt_start_idx,tgt_end_idx,label
kold-v1_17461,naver_news,2020-12-30,"한교총, 이상민 의원 추진 ‘포괄적 차별금지법안’ 철회 촉구",차별금지법으로 인한 역차별이 일어나서는 안됩니다.다름을 인정하고 존중하되 이러한 법이 생기는것은 반대합니다.,False,,,,,121678,False,[],[],[],[],[],[],non-hateful
kold-v1_10366,youtube,2021-08-19,천주교와 개신교의 차이 (성당? 교회? 그리스도교? 기독교?),기독교는 천주교 개신교 유대교 이슬람교 다 포함하는 말.,False,,,,,120126,False,[],[],[],[],[],[],non-hateful
kold-v1_18672,youtube,2021-08-19,"""부통령 집에 76억 돈다발이"" 탈레반, 전 정권 부패 폭로 (2021.09.14/뉴스데스크/MBC)",다  똑같네  ㆍ  대한민국도  한때 부정축재자에  대한  재산  환수가  몇차례  있었지  ㆍ,False,,,,,179292,False,[],[],[],[],[],[],non-hateful
kold-v1_00357,youtube,2021-07-22,"몽골의 동남아 침략, 메콩강 타이족의 액소더스 루트 (역사기행) [오감실험] KBS 2007.01.28 방송",좋은 내용이었습니다. 타이족에 대해 정말 많은 것을 배웠습니다. 고맙습니다.,False,,,,,58971,False,[],[],[],[],[],[],non-hateful
kold-v1_22939,youtube,2021-07-22,동남아는 왜 왕족이 지배하는가? : 동남아문화 산책 2부,그냥 내긱제인데,False,,,,,25946,False,[],[],[],[],[],[],non-hateful
kold-v1_01110,youtube,2021-08-17,결혼식을 올리고 혼인신고를 시도하고 성소수자 김규진의 동성결혼 (KBS방송),김규진 부부의 행복을 응원합니다 ♡,False,,,,,4415,False,[],[],[],[],[],[],non-hateful
kold-v1_22871,youtube,2021-05-18,[젠더의 속살] 불우이웃에 쓸 돈 파티에 쓴 페미들,목소리 진짜 귀여우시다 ^^,False,,,,,122746,False,[],[],[],[],[],[],non-hateful
kold-v1_11363,youtube,2021-08-19,여성 앵커와 마주 앉은 탈레반 '이미지 메이킹' 언제까지 갈까 / 연합뉴스 (Yonhapnews),걍 간섭안하면 지들끼리 알아서 다 하지않을까 싶은데,False,,,,,187417,False,[],[],[],[],[],[],non-hateful
kold-v1_22390,youtube,2021-08-19,오늘날 기독교가 세상으로부터 비난과 비판을 받는 이유,삼위일체라는 단어는 성경에 안나오는데 한번 다뤄주세요~!!,False,,,,,188784,False,[],[],[],[],[],[],non-hateful
kold-v1_10279,youtube,2021-08-19,통치할 돈이 없다? 탈레반 돈줄 틀어막은 '미국 IMF 협공',그럼 국민들은???,False,,,,,90930,False,[],[],[],[],[],[],non-hateful
kold-v1_09527,youtube,2021-08-19,"AI(인공지능)시대, 진짜기독교가 시작된다.",AI 시대에 기독교가 온다는 말씀에는 동의하지 않습니다.  AI 시대는 더 이상 인간의 필요성은 줄어들게 됩니다.(현실),False,,,,,182950,False,[],[],[],[],[],[],non-hateful
kold-v1_14241,naver_news,2020-08-25,"""재밌거든"" 초등 성교육책 보급에…김병욱 ""조기 성애화 우려""",이건 진짜 아니지..뭐하는 건가,False,,,,,163357,False,[],[],[],[],[],[],non-hateful
kold-v1_13198,youtube,2021-08-17,게이 역할 맡았다가 진짜 게이가 된 톱스타..,"메소드 연기라서 ""메소드""인가?",False,,,,,188790,False,[],[],[],[],[],[],non-hateful
kold-v1_08351,youtube,2021-08-19,[자막뉴스] 저항군의 최후 보루였던 판지시르에 탈레반 깃발이... / YTN,근데 저 나라인구가 우리나라 인구랑 비슷한데 미국이 도와줄때 같이 싸웠으면 전쟁 3개월도 안걸려서 이겼겠구만 국민이나 정부둘다 답이없는 사람들이다. 미국이 두손두발 다들고 도망쳐 나온것은 텔레반이 무서워서가 아니고 아프간사람들한테 답이 없다는걸 확신이들었겠지.,False,,,,,182950,False,[],[],[],[],[],[],non-hateful
kold-v1_38566,youtube,2021-07-22,노예 제도가 존재하지 않았던 당시 미국에서 최초로 발생한 흑인 노예 거래? #벌거벗은세계사 EP.16 | tvN 210622 방송,뭘 놀라냐ㅋㅋㅋ 조선도 그랬는데,False,,,,,189696,False,[],[],[],[],[],[],non-hateful
kold-v1_00680,youtube,2021-07-22,흑인에게 이겨서 욕 개처먹는 백인 유튜버...!,흑인이라고 봐주는 게 흑인으로써 더 창피하지 그게 스포츠멘쉽이고 정정당당하게 이긴거잖아 뭐 이겨서 흑인 욕한것도 아니고,False,,,,,105813,False,[],[],[],[],[],[],non-hateful
kold-v1_36307,youtube,2021-08-19,"유대교 기독교 이슬람교, 30분안에 아는척하기 [통합#유독슬]",빌게이츠 우디앨런같이 생긴 유대인하고 터키인들 같이 생긴 유대인은 뭔차이지,False,,,,,119648,False,[],[],[],[],[],[],non-hateful
kold-v1_06043,naver_news,2022-03-24,美장관 첫 방북 올브라이트 별세…최초 女국무장관 역사속으로(종합),한시대의 여걸,False,,,,,126113,False,[],[],[],[],[],[],non-hateful
kold-v1_35124,naver_news,2021-02-26,교사·정치인·퀴어활동가…김기홍의 ‘보이기 위한 싸움’은 끝나지 않았다,삼가 고인에 명복을 빕니다.,False,,,,,235484,False,[],[],[],[],[],[],non-hateful
kold-v1_11290,naver_news,2021-07-11,이인영 “젠더 감수성 이상하다”...이준석 “인권 감수성부터 키워라”,잘한다 준석아 너가 최고다,False,,,,,191781,False,[],[],[],[],[],[],non-hateful
kold-v1_35290,naver_news,2021-08-03,넘어지고도 1위…신인류라 불리는 하산,"몇년전 여자 쇼트랙 릴레이 한국선수들이 부딪혀 넘어지고도 1위한게 생각나네요, 월등한 실력차 인정",False,,,,,8634,False,[],[],[],[],[],[],non-hateful
kold-v1_26101,naver_news,2022-03-04,"우크라 대표단 ""러시아와 2차 회담 끝…인도주의적 통로 마련 그쳐""","그래도 다행이다. 민간인들 얼릉 서쪽으로 떠나가시길.. 고집부리며 도시,내집에 남지말고 얼릉 피난길 열어줄때 가시어요. 전쟁은 군인들이 하게 해야지 어떻하겠어요. 민간인들이라도 목숨이 소중하니 얼릉 이동하시기를...",False,,,,,241688,False,[],[],[],[],[],[],non-hateful
kold-v1_24647,youtube,2021-07-22,미국에서 연변지역에 대한 충격보고 나온 최근상황,찬성 대찬성♥♥♥,False,,,,,182879,False,[],[],[],[],[],[],non-hateful
kold-v1_01592,youtube,2021-08-19,기독교 오나미 무당배틀에 출연! 과연 무당들의 반응은? [쫄리면 D지시던가 ep.6-3],때묻지않은 ᆢ      마음씨 따뜻한 오나미양 항상 응원합니다,False,,,,,17834,False,[],[],[],[],[],[],non-hateful
kold-v1_02145,youtube,2022-01-29,백래시와 역차별 담론의 부상 - 3. 혐오에 대항하는 방안들,지지합니다! 😀,False,,,,,215782,False,[],[],[],[],[],[],non-hateful
kold-v1_00531,youtube,2020-10-05,매일 듣고 싶은 찬양 - 교회 (염평안),"이 찬양은 개인적인 아픔이 있어서 처음엔 듣지 않았었는데... 찬양으로만, 말로만 이런교회 만들자고 하지 않았으며... 진정한 실천이 뒤따르는 교회가 되었으면... 백번 찬양을 불러도 실천이 뒤따르지 않으면...ㅠㅠ",False,,,,,182081,False,[],[],[],[],[],[],non-hateful
kold-v1_16667,youtube,2021-08-19,이미 결혼한 사람도 꼭 보세요! 김기석 목사 잘잘법 Ep.72,너무나도 큰 도움으로 건네줘서 감사합니다.. 영상 보는동안 눈물도 흘리고 울컥도 했습니다. 감사합니다😊,False,,,,,183573,False,[],[],[],[],[],[],non-hateful
kold-v1_17413,youtube,2021-08-19,대한민국 기독교 상태,알곡과 가라지 입니다.,False,,,,,143549,False,[],[],[],[],[],[],non-hateful
kold-v1_26497,naver_news,2021-08-23,국내 아프간인 400여명 '인도적 체류' 허용될 듯…금주 지침 발표,잠깐이 몇년이 될지 누가알아...에효,False,,,,,187308,False,[],[],[],[],[],[],non-hateful
kold-v1_03917,youtube,2021-07-22,범죄도시 - 이게 조선족싸움이지,🌸왔니?🌸,False,,,,,113920,False,[],[],[],[],[],[],non-hateful
kold-v1_01790,naver_news,2021-06-16,"정부가 ‘직접 데려온’ 난민들, 이들의 고달픈 한국살이",2015년...,False,,,,,113920,False,[],[],[],[],[],[],non-hateful
kold-v1_11910,naver_news,2021-08-23,"""도와줄 수 없어 답답하다""…주한 아프간인들의 눈물","인도적 차원에서 굳이 얘기하자면, 북한 주민이 더 안타깝지.",False,,,,,194594,False,[],[],[],[],[],[],non-hateful
kold-v1_00116,youtube,2022-02-18,[Weekly 인문학] 페미니즘이 뭔데요? 인문학으로 배우는 페미니즘,이 분은 모르는 분야가 없네,False,,,,,241312,False,[],[],[],[],[],[],non-hateful
kold-v1_08651,youtube,2021-10-03,주일설교 _ 김학중 목사 _ 2021/09/26 슬피 우는 자가 복 있다 _ 꿈의교회 주일예배 _ 스토리텔링 설교,모든 슬픔속에서 하나님을 찾는자 되게 하옵소서!!!!!!,False,,,,,174573,False,[],[],[],[],[],[],non-hateful
kold-v1_12180,naver_news,2021-02-20,"[젠더살롱] 남성이 지배해온 과학사, 자궁은 2,000년간 이름조차 없었다",고대에서 부터 지금까지 변화된게 없다면 왜그런지를 말하는것도 아니고 앞으로 어떻게 변할것인지 어떻게 해야하는지 말하는게 아니라 그냥 여자는 피해자라고만 하네,False,,,,,141335,False,[],[],[],[],[],[],non-hateful
kold-v1_14865,youtube,2021-10-03,Prank) A pastor and monk are sworn friends? A dope prank ever!,어큐마뮤먀뮤마머도거유나뮤나노나뉴어오나넌 나노나머저더도거겨샤서대모미미비무아루 나마재오어규 료슐 good luck reading this Godangit,False,,,,,4718,False,[],[],[],[],[],[],non-hateful
kold-v1_23042,youtube,2021-08-17,Feel Good 2 (2021) | Drama Review,Gl가 뭐에요?,False,,,,,175323,False,[],[],[],[],[],[],non-hateful
kold-v1_35627,youtube,2022-01-09,[글로벌K]  마네킹 참수 술 통제  돌아온 탈레반의 본색 / KBS 2022.01.07.,코로나는 이쪽하고는  상관없구나..,False,,,,,33070,False,[],[],[],[],[],[],non-hateful
kold-v1_29651,youtube,2021-07-22,평범한 백인 부부에게서 태어난 흑인 세쌍둥이?!,역시  짐캐리리네요,False,,,,,187369,False,[],[],[],[],[],[],non-hateful
kold-v1_19762,youtube,2021-07-22,"""피부색보다 생명"" 백인 극우주의자 구한 흑인 (2020.06.15/뉴스데스크/MBC)",으.. 역시 흑형ㅠㅠ 할아버지가 되어서도 거구의 백인정도는 거뜬하구나! 개멋있다 진심,False,,,,,174778,False,[],[],[],[],[],[],non-hateful
kold-v1_02903,youtube,2021-07-22,[세계여행 #2] 베트남 가이드에게 고백 받았습니다 / 하노이 동남아 여행,"Hola Jose, gracias por otro video tan refrescante, me encanta verte viajando, cuidate mucho y porfavor subtitulos en espa ol o en ingles",False,,,,,106111,False,[],[],[],[],[],[],non-hateful
kold-v1_40308,youtube,2021-07-22,베이트릴 캐스팅 초급편 오베헤드캐스팅 백래쉬 없이 던져보자!!,마지막씬 뭔가요 큰웃음 선사하시네요 많은 정보 얻고 갑니다,False,,,,,25,False,[],[],[],[],[],[],non-hateful
kold-v1_14692,youtube,2020-10-05,[도올김용옥] 서양철학사 강의 46 중세 카톨릭철학,"선생님의""도올의 로마서강해'를 두번째 읽고 있습니다.기독교의 역사를 공부하고 싶은 분들에게 추천합니다.  수천천년전 초라했던 유대민족의 민족신 여호와가 어찌하여 개명천지한 현대를 사는 우리의 신이어야 하는지  질문하고 공부하여 깨어나길 바랍니다.",False,,,,,157643,False,[],[],[],[],[],[],non-hateful
kold-v1_09279,youtube,2020-03-31,테넷에 담긴 기독교 자유의지 철학 테넷 해석 리뷰 철학 종교,신은 방관자일뿐 선택은 자신의 몫이고 세상은 끝없는 멀티버스로 이어지고 있다에 한표!,False,,,,,156474,False,[],[],[],[],[],[],non-hateful
kold-v1_26917,naver_news,2021-08-22,"미, 아프간 난민 수용지로 한국 등 검토…민간항공기 동원(종합)",강력하게 반대,False,,,,,25102,False,[],[],[],[],[],[],non-hateful
kold-v1_33545,youtube,2021-10-03,옥한흠 목사의 명설교 더울림 기도편,사람맘으로주변에서함측은함으로돕고베풀면교인줄아라더니친한사람의지말고성령님께고한게해결이되더라구요,False,,,,,146825,False,[],[],[],[],[],[],non-hateful
kold-v1_36137,youtube,2021-08-17,무인도에 단둘이 갇힌 남매가 성욕에 눈을 뜨면 벌어지는 일(결말포함),밀라요보비치 겁나이뻣네요,False,,,,,234995,False,[],[],[],[],[],[],non-hateful
kold-v1_38167,youtube,2020-03-31,2021년 10월 3일 연중 제27주일(군인 주일) 매일미사 서상범 티토 주교 집전,은혜롭고 아름다운 찬양 고맙습니다. 불기 어렵다는 대금 맞는지요?. 신부님 멋지십니다^^ 새벽에 신부님의 연주도 감사히 잘 들었습니다. 감사합니다. * 대금 신부님 응원합니다. 👏 👏 👏,False,,,,,115391,False,[],[],[],[],[],[],non-hateful
kold-v1_24606,youtube,2021-08-29,길튼교회 주일예배 | 회심 시리즈 | 지옥의 영이 지금 돌아다니고 있다 | 임진혁 목사 | 2021/08/29,그러 므로그리스도예수안에있는자에 게결코정죄함이 없  나니이는그리스도예수안에있는생명의성령의법 이죄와사망의법에서너를해방하였읍이라 로마서말씀,False,,,,,175663,False,[],[],[],[],[],[],non-hateful
kold-v1_01062,youtube,2020-03-31,그리스도교(기독교)는 왜 로마가톨릭과 동방정교회로 갈라졌을까?,로마카톨릭과 동방정교회가 한뿌리인것은 어렴풋이 알았지만  자세한 해설로 많은것을 배웠습니다. 앞으로도 좋은 방송 부탁드리며 기도하겠습니다 ~~,False,,,,,187609,False,[],[],[],[],[],[],non-hateful
kold-v1_27579,youtube,2021-05-18,"#젠더갈등, 서울 청년 민심보고서_이준석&신지예",조국은 평등이 아니라 공정이야,False,,,,,163688,False,[],[],[],[],[],[],non-hateful
kold-v1_10847,youtube,2021-07-22,미국에서 연변지역에 대한 충격보고 나온 최근상황,<url>  이영상 댓글들 보면  그 생각 접게 될것같은데요 ㅎㅎ,False,,,,,197006,False,[],[],[],[],[],[],non-hateful
kold-v1_26536,youtube,2021-07-22,동남아시아 역사와 지리 아는척하기 [통합#동남아 ],태국 인구 : 7천만,False,,,,,185706,False,[],[],[],[],[],[],non-hateful
kold-v1_01475,youtube,2020-10-05,임진왜란 은 일본 과의 싸움 이 아니라 로마카톨릭 과의 전쟁 이다 예수회 일루미나티 프리메이슨 들 - 응똘TV -,브금제목을 알 수 있을까요?,False,,,,,169159,False,[],[],[],[],[],[],non-hateful
kold-v1_36839,youtube,2021-08-17,"레즈비언 신혼부부 , 구청에 가서 혼인신고를 해보았다 / 스브스뉴스",준비가 잘 된 결혼이면 너무 찬성이죠. 부럽습니다! 지지합니다!!!,False,,,,,108500,False,[],[],[],[],[],[],non-hateful
kold-v1_18783,youtube,2021-07-22,이유없이 흑인 운전자 차 세운 백인 경찰의 최후(꼬시다 아주그냥!!) #프리한19,5대로펌직업ㅋㅋㅋㅋㅋㅋㅋ 품격이 다르다 진짜;; 개멋있다,False,,,,,186243,False,[],[],[],[],[],[],non-hateful
kold-v1_07406,youtube,2020-03-31,카톨릭성가 2시간 연속듣기 51~100번까지 (악보포함) The Korean Catholic chant,코로나로 인해 성가를 부르지 못하지만 들을수있으니 감사드립니다,False,,,,,48673,False,[],[],[],[],[],[],non-hateful
kold-v1_38877,youtube,2021-10-03,"""어느 목사의 10년 공황장애 일기"" l 김대완 목사 간증 - 아픔의 순간에 늘 함께 하신 나의 하나님!",목사님 사랑하고 존경합니다 ~~~~~~^^,False,,,,,48673,False,[],[],[],[],[],[],non-hateful
kold-v1_36460,youtube,2021-08-19,"[잘잘법 몰아보기] 중년 이후, 더 행복해지는 기독교 지혜 마스터하기",목사님 말씀을 하루라도 안들으면 무언가 허전합니다ㆍ 힘들때마다 많은위로와 공감과 긍정적인 메세지 에 늘 힘이납니다 ㆍ목사님 말씀처럼,False,,,,,157643,False,[],[],[],[],[],[],non-hateful
kold-v1_16938,naver_news,2020-09-29,“이 법으로 서로 궁금해하면 더 친해질 것 같아요”,"한겨례 기자님, 구독자들에게 포괄적 차별금지법의 명과 암을 둘다 다뤄주세요~ 좋은 점도 있지만 나쁜 점도 있습니다~ 국민들이 알아서 판단은 해줄수 있게 둘다 제시해주세요~",False,,,,,181395,False,[],[],[],[],[],[],non-hateful
kold-v1_12694,youtube,2021-08-17,이민자 권사 [힐링토크 회복 플러스] 375회 - 주의 십자가를 내 심장에 심으시니,너무나도 감동적인 간증입니다. 저도 이민자권사님 처럼 영혼을 사랑하는 사람이 되기를 기도합니다. 재미있고 은혜가 넘치는 시간이었어요. 주예수님 너무 감사하고 사랑합니다 ~~👍,False,,,,,158256,False,[],[],[],[],[],[],non-hateful
kold-v1_11328,youtube,2021-08-19,오늘날 기독교가 세상으로부터 비난과 비판을 받는 이유,검색하다가  알고리즘이 소개해줘서 들어왔는데 재미있고 유익한 영상이 많네요 신기하고 감사합니다!,False,,,,,189329,False,[],[],[],[],[],[],non-hateful
kold-v1_04969,youtube,2022-01-07,"""사실혼 인정 안 된다""는 법원 동성 부부는 이렇게 답했다 (현장영상) / SBS",왜 얘네는 결혼이라는 제도에 못들어가나. 얘네도 꼭 결혼하게 해주세요. 꼭!!!!…,False,,,,,19247,False,[],[],[],[],[],[],non-hateful
kold-v1_04293,youtube,2021-05-18,"#젠더갈등, 서울 청년 민심보고서_이준석&신지예",진짜 남여 진보보수를 떠나서 진짜 이준석씨 논리있게 말 잘하네요.,False,,,,,40128,False,[],[],[],[],[],[],non-hateful
kold-v1_28786,youtube,2020-03-31,2021년 10월 3일 연중 제27주일(군인 주일) 매일미사 서상범 티토 주교 집전,주님 자비를 베푸소서  하늘높은데서는 하느님께 영광! 이 땅에 모든 군인들에게 신앙을 주소서! 🙏,False,,,,,142815,False,[],[],[],[],[],[],non-hateful
kold-v1_35012,youtube,2022-02-14,인도 가정집에서 집밥 얻어먹은 날    인도8,아니 나같은할미가 어쩌다 여기까지 오게됬네 와중에 말투랑 왜케 귀엽고 정감넘치네 안전한여행 되시길,False,,,,,170609,False,[],[],[],[],[],[],non-hateful
kold-v1_18218,youtube,2021-10-02,양주고깃집갑질목사는 사장님을 고소했습니다.(양주갑질모녀 근황),"목소리만 들어도 인성이나오는게 신기하네ㅋ 가게 사모님 진짜 침착하게 존대하시면서 말씀하시는거...레알 존경하게되네요... 그리고, 목사님가족분... 저도 기독교신자인데 부끄럽네요...",False,,,,,195425,False,[],[],[],[],[],[],non-hateful
kold-v1_05084,youtube,2021-08-19,"탈레반, 판지시르서 교전...""저항군 34명 사살"" / YTN",아 진짜 멋있다 나라가 ㅈ같으면 저렇게 투쟁하면서 싸워야지...,False,,,,,170845,False,[],[],[],[],[],[],non-hateful
kold-v1_36463,youtube,2021-08-17,Your Name Engraved Herein (2020) | Movie Review,1:01 색감 분위기 모든게 아름답다 정말루...,False,,,,,116627,False,[],[],[],[],[],[],non-hateful
kold-v1_30069,naver_news,2021-05-13,"방탄소년단 뷔, 전 세계팬들 팔레스타인 난민 위한 기부행렬",방탄소년단뷔가 전세계적으로 가진 영향력이 또 이렇게 좋은일에 미치니 넘 멋지네요 뷔의글로벌한선한영향력 응원합니다,False,,,,,143549,False,[],[],[],[],[],[],non-hateful
kold-v1_23243,youtube,2022-02-01,"저 오늘 파티가효,, 인도 메이크업샵 체험기   인도6",어엌 원지님 인도메이크업 괜찮은데요?? 핑끼핑끼,False,,,,,232678,False,[],[],[],[],[],[],non-hateful
kold-v1_24461,youtube,2020-03-31,"유대교, 카톨릭, 개신교, 뭐가 다르나?",목사님 귀한 가르치심 감사드립니다.,False,,,,,160938,False,[],[],[],[],[],[],non-hateful
kold-v1_03050,youtube,2021-07-22,탈북민들이 말하는 탈북하기 정말 잘했다 Best6 !! 이곳이 사람사는 곳이구나야~,한국 지하철은 세계최고 수준 이지요 거미줄처럼 사방팔방 갈수도 있어요~~~또 역마다 화장실을 개방하고  유럽 지하철은 화장실 없는 역이 많다고 들었어요 ~~송이님 한국에서 여행 여기저기 많이 하세요 한국은 볼거리가 넘쳐 나지요♧♧♧♧,False,,,,,179304,False,[],[],[],[],[],[],non-hateful
kold-v1_39984,youtube,2021-10-03,[몰카] 목사 갑질 진상손님 노랑머리가 퇴치하기!!! 이것을 보고 누군가가 떠오른다면 그것은 기분탓입니다. 구독하세요,이집 맛집이네,False,,,,,177076,False,[],[],[],[],[],[],non-hateful
kold-v1_40378,youtube,2021-08-23,"차별금지법, 이슬람 국가 만든다? ""항의전화 수백통"" / JTBC 뉴스룸",나는 보수도 아니고 무교인데 인간으로서 존엄과 가치가 있다면 우리 표현의 자유는 어디있는건지 궁금하네 차별이란 기준은 사람마다 다를 텐데 그걸  정부에서 법으로 정할수있나?,False,,,,,113721,False,[],[],[],[],[],[],non-hateful
kold-v1_06357,youtube,2021-07-22,탈북민 아버지가 보고도 믿을 수 없었던 한국의 농사기술,85년  논산훈련소 대민지원 모내기할때 유나 아버님 이야기하는것처럼 모내기했읍니다,False,,,,,183573,False,[],[],[],[],[],[],non-hateful
kold-v1_07494,naver_news,2022-03-31,튀니지 대통령 의회 해산…권력 견제 움직임에 “쿠데타 시도”,아프리카중에 흔하지않는 멀쩡한 국가들도 무너지고 마는군...,False,,,,,158923,False,[],[],[],[],[],[],non-hateful
kold-v1_06950,youtube,2021-07-22,경찰 앞 무릎 꿇고 흑인 소년 끝까지 지킨 백인 소녀 / SBS,가슴이 뭉클~감동입니다~,False,,,,,166525,False,[],[],[],[],[],[],non-hateful
kold-v1_26825,youtube,2021-07-22,탈북민들 대한민국에서 가장 감동 받는 순간 TOP 3,은하씨 는 어디갔수 ?,False,,,,,354,False,[],[],[],[],[],[],non-hateful
kold-v1_19314,youtube,2022-02-16," 끝까지 싸우겠다  법원 판결 이후, 이슬람 갈등 더욱 격화 / KBS 2022.02.16.",미국입니다 이곳은 라틴계와 이슬람인들이 pc를 앞세워 점령한 나라죠 그곳은 꼭 승리하시길,False,,,,,141335,False,[],[],[],[],[],[],non-hateful
kold-v1_03685,youtube,2021-08-17,Bro! You Kiss WELL! KISS ME MORE NOW!!! [Includes Ending],나는 정말로 이것을 번역하고 복사하여 붙여 넣었다;-; 도움을 보내다,False,,,,,177632,False,[],[],[],[],[],[],non-hateful
kold-v1_11840,youtube,2021-07-22,젠더는 해롭다? 트랜스젠더 혐오가 해롭다! | 뉴스 읽어주는 퀴어,트랜스젠더 혐오에 대한 정확한 반론을 기대했는데 그런 내용은 별로 없었던것 같아요... 그거와 별개로 응원합니다!!,False,,,,,158901,False,[],[],[],[],[],[],non-hateful
kold-v1_10811,naver_news,2021-04-05,‘난민’된 30만 LG폰 마니아…“다음 폰은 삼성? 애플? 샤오미?” [IT선빵!],삼성이지...,False,,,,,180791,False,[],[],[],[],[],[],non-hateful
kold-v1_07512,naver_news,2021-05-20,[#비-사이드] 한국은 성소수자를 차별하는 나라다,무 슨 문제 라도?,False,,,,,215677,False,[],[],[],[],[],[],non-hateful
kold-v1_28539,youtube,2021-08-19,Taliban Suppression with Actual Footage!,미군 무기는 ㄹㅇ 혀를 내두름,False,,,,,191733,False,[],[],[],[],[],[],non-hateful
kold-v1_00110,youtube,2021-08-19,"유대교 기독교 이슬람교, 30분안에 아는척하기 [통합#유독슬]",성경 코란 유대교 경전 모두 아브라함이 언급됨,False,,,,,189545,False,[],[],[],[],[],[],non-hateful
kold-v1_39102,naver_news,2021-06-22,"[팩트체크] 차별금지법, 국민 77%가 반대?…조사방식 보니",차별금지법 지지하는 국회의원 이름아나 공개해라.,False,,,,,158504,False,[],[],[],[],[],[],non-hateful
kold-v1_04988,youtube,2021-10-01,"21. 배스낚시 입문자를 위한 암 걸리는 백래쉬(Backlash), 안 걸리는 방법. and 백래쉬 푸는 방법, 백래시 생겼을 때 절대 하면 안되는 행동 20200221 |힘찬연어",좋은 정보 감사합니다.오래해도 빽은 나더라구요..ㅎㅎ,False,,,,,193638,False,[],[],[],[],[],[],non-hateful
kold-v1_26269,youtube,2021-07-22,"KBS 스페셜 - 무슬림에 대한 역테러, 혐오범죄의 실상.20170629","나는 무슬림이고,나는 이것을 알고있다.",False,,,,,143765,False,[],[],[],[],[],[],non-hateful
kold-v1_21051,naver_news,2022-03-09,"미국 양당, 우크라 군사·난민 본격지원 16.5조원 합의",이재명 당선,False,,,,,241594,False,[],[],[],[],[],[],non-hateful
kold-v1_32476,naver_news,2021-06-30,"차별금지법, 당신은 어떻게 생각하십니까?",차별금지법은 역차별법 반대합니다,False,,,,,182879,False,[],[],[],[],[],[],non-hateful
kold-v1_15920,youtube,2021-07-22,탈북민 초호화 아파트를 받고 입다물지 못했다 우리가? 유명인들이 살아야 하는거 아닌가요? 이랄수가...,이만갑과 모란보를럽도 많이 봐 주세요~~~,False,,,,,156348,False,[],[],[],[],[],[],non-hateful
kold-v1_34490,youtube,2021-05-26,"[1박2일 시즌1 220회-1][강원강릉] 깨달음의 기쁨 | KBS 111127, 1204 방송",이특집도 꽤 재밌었음ㅋㅋㅋㅋ,False,,,,,57167,False,[],[],[],[],[],[],non-hateful
kold-v1_15158,naver_news,2021-07-05,예장 통합·합동 총회임원 연석회의 “차별금지법 대처 등 협력”,한국교회의 하나 됨으로 차별금지법등 함께 대처하고 성경적 가치관을 실현하기를 바랍니다.,False,,,,,182198,False,[],[],[],[],[],[],non-hateful
kold-v1_19222,youtube,2021-07-22,"금발 백인소녀의 심장을 이식받은 원주민 소녀, 그런데.. 헐?",우와앙 재밌다,False,,,,,191410,False,[],[],[],[],[],[],non-hateful
kold-v1_18954,youtube,2020-03-31,테넷에 담긴 기독교 자유의지 철학 테넷 해석 리뷰 철학 종교,어려운 내용의 영화를 심도 있게 분석해 주셔서 놀라울 따름 입니다   자유의지와 결정론은 인간세계의 영원한 숙제인 것 같습니다,False,,,,,103068,False,[],[],[],[],[],[],non-hateful
kold-v1_06616,youtube,2021-07-22,[원페강연] 저는 그냥 나쁜 페미니스트가 되려고요 - 요조,좋네요.. 페미에 찬성하지 않지만.. 자신의 생각을 밝히고 성찰하는건 멋져 보이십니다.,False,,,,,32886,False,[],[],[],[],[],[],non-hateful
kold-v1_14027,youtube,2021-07-22,일처다부제의 전통 인도 록파족 / 다큐멘터리극장 [추억의 영상] KBS (1997.9.27) 방송,정말    그렇게된다면야.   나도바라는봐다,False,,,,,108275,False,[],[],[],[],[],[],non-hateful
kold-v1_35988,naver_news,2022-01-25,"14% 부동층, 중국과는 ""협력확대""…종전선언엔 ""시기상조"" [본지·정당학회 분석]",그래프 참 가독성 떨어지게 만들었네요.. 많은 정보를 담고 있는 것은 좋으나...,False,,,,,244885,False,[],[],[],[],[],[],non-hateful
kold-v1_25829,youtube,2021-07-22,"인도네시아 오지마을 소녀에게 한국의 매운맛을 보여줬습니다(ft.오빠, 이걸 대체 왜 먹는거야?!)-[194]",기도용품 음 중요하죠!  황,False,,,,,221925,False,[],[],[],[],[],[],non-hateful
kold-v1_26891,youtube,2021-08-19,"탈레반이 총 겨눠도 당당 용감한 여성들 ""억압하지 말라"" / 연합뉴스 (Yonhapnews)",처음으로 페미니스트를 봤다.,False,,,,,96891,False,[],[],[],[],[],[],non-hateful
kold-v1_20380,youtube,2021-08-17,"미국 이민의 역사! 바이든 시대, 아메리칸 드림 다시 시작될까? | 미국사",멕시코 이민자가 제일 싫어하는게 신규 멕시코 이민자라고 합니다. 경쟁해야 하니까,False,,,,,158705,False,[],[],[],[],[],[],non-hateful
kold-v1_15861,naver_news,2021-08-23,"[패럴림픽] 한국, 개회식서 81번째로 입장…첫 순서는 난민팀",준비한 노력만큼 좋은 결실 맺고 무사 귀환을 바랍니다.,False,,,,,193970,False,[],[],[],[],[],[],non-hateful
